date,name,pos,id,Oppt,points,pointsDist,HomeAway,meanPoints,variancePoints,deviationPoints,mean10Day,mean5Day,meanHomeAway,meanRightLeft,OpptWins,OpptAverage,OpptPointsAverage10,OpptAverage5,OpptPosTotalPointsAverage,OpptPosTotalPointsAverage10,OpptPosTotalPointsAverage5,opptPitchMean,opptPitchVar,opptPitchMean10,opptPitchMean5,opptPitchMeanHA,team_averageRuns,team_averageRuns10,team_averageRuns5,oppt_averageRuns,oppt_averageRuns10,oppt_averageRuns5
20160504,Travis Shaw,1B,543768,chw,3,0.0683371298,1,0.5155380272,0.3003099826,0.4012931601,0.5043170559,0.5075,0.4463023535,0.0754743147,1,0,0.7135254413,0.2902249135,0.2414142878,0.7135254413,0.6303932799,0.4222977852,0.5027418847,0.4880952381,0.5,0.2264150943,0.6839009047,0.9091358025,0.6354166667,0.2523977789,0.8261728395,0.6842105263
20160504,Wil Myers,1B,571976,col,0,0,0,0.6055124815,0.5805536899,0.6730457826,0.5578202406,0.653,0.5593699539,0.6472802435,0.4166666667,0.7517639002,0.3182762201,0.3630514706,0.6249428734,0.3182762201,0.4226804124,0.5388517408,0.3648786637,0.4047619048,0.696969697,0.8427679245,0.2145381121,0.4666666667,0.2916666667,0.697006174,0.7708641975,0.5368421053
20160504,Yadier Molina,1B,425877,phi,3,0.0683371298,0,0.3530497916,0.021309929,0.0358302597,0.1747110167,0.265,0.5037470352,0.2405681871,0.75,0.3184548661,0.2637590862,0.3684039792,0.4750760759,0.2637590862,0.5624284078,0.4222977852,0,0.3571428571,0.4545454545,0,0.8455325593,0.7155555556,0.2083333333,0,0.2730864198,0.1157894737
20160504,Yonder Alonso,1B,475174,sea,6.2,0.1412300683,0,0,0.04178956,0.0686707109,0.2342250531,0.469,0.190640397,0.066169624,0.6666666667,0.1212927169,0.1192886812,0.111483564,0.1024015472,0.1192886812,0.2428407789,0.7060813293,0.1197100536,0.5595238095,0.7575757576,0.5849056604,0.0829306988,0.2924444444,0.1666666667,0.3955849804,0.7708641975,0.3684210526
20160505,Adam Lind,1B,452252,hou,0,0,1,0.0513947064,0.0969945032,0.1776236234,0.2261991016,0.2497212932,0.252571977,0.1396559745,0.0909090909,0.6775598331,0.4038054968,0.311451571,0.5350525789,0.4038054968,0.1328086572,0.5039995968,0,0.512195122,0.375,0,0.4495650954,0.8266946191,0.6818181818,0.3200757576,0.5527603075,0.5909090909
20160505,Anthony Rizzo,1B,519203,was,3,0.1045296167,0,1,1,1,1,1,0.5748560461,0.7759910771,0.9090909091,0.0298035915,0.476156918,0.1260451831,0.1071051021,0.476156918,0.4677816035,0.839999328,0.5926119044,0.5487804878,0.6964285714,0.7142870032,1,1,0.7159090909,0.4240319865,0.5918937806,0.9090909091
20160505,Brandon Belt,1B,474832,col,3,0.1045296167,0,0.6548614206,0.5609421084,0.6808774127,0.8537410037,0.6920847269,0.790950096,0.5697327048,0.3636363636,0.6940419491,0.2050739958,0.1891456764,0.5168308018,0.2050739958,0.3231677324,0.7919993664,0,0.8048780488,0.5892857143,0.7443614619,0.6274164054,0.8266946191,0.6363636364,0.6538299663,0.5136268344,0.1818181818
20160505,Chris Carter,1B,474892,cin,18.7,0.6515679443,1,0.7322965868,0.8301136195,0.8859056511,0.6720040574,0.8651059086,0.4718522073,0.6500053246,0.1818181818,0.9800956914,0.7610993658,0.9013243313,1,0.7610993658,0.9562223315,0.1859998512,0.6130424755,0.0975609756,0.2678571429,0.2932333032,0.4112654321,0.8805031447,1,0.209280303,0.1614255765,0.3636363636
20160505,Chris Davis,1B,448801,nyy,0,0,0,0.5931378665,0.6044435182,0.7165526683,0.2850311549,0.3143812709,0.6025527831,0.4538356771,0,0.4914893201,0.1839323467,0.5230329784,0.193770656,0.1839323467,0.1342843089,0.7679993856,0.1203272902,0.7926829268,0.5178571429,0.6315794222,0.3901515152,0.2396925227,0.0909090909,0.1191666667,0,0.2613636364
20160505,Darin Ruf,1B,573131,stl,0,0,1,0,0,0,0.1273003912,0.1813452248,0.1103646833,0.1144341627,0.4545454545,0.3496485613,0.67817712,0.3676967022,0.5782423635,0.67817712,0.8425971471,0.8255993395,1,0.487804878,0.3571428571,1,0,0.0831586303,0.0454545455,0.8371212121,0.6427672956,0.1818181818
20160505,Hanley Ramirez,1B,434670,chw,24.7,0.8606271777,1,0.466945905,0.161954219,0.2710028635,0.6044051587,0.6109253066,1,0.3748858012,0.9090909091,0.0097740639,0.633192389,0.1360166191,0.1320731097,0.633192389,0.3644859813,0,0,0,0,0,0.6793630752,0.9440950384,0.6590909091,0.2215909091,0.8266946191,0.6022727273
20160505,Joey Votto,1B,458015,mil,15.4,0.5365853659,0,0.3015952232,0.1853323855,0.3015991003,0.4689658504,0.5583054627,0.3532821497,0.3263478256,0.1818181818,1,1,0.6088808102,0.7162410282,1,0.4087555337,0.4655996275,0.4440879191,0.1219512195,0.1785714286,0.5075191786,0.209280303,0.1614255765,0.3636363636,0.4112654321,0.8805031447,1
20160505,Jose Abreu,1B,547989,bos,0,0,0,0.4343195794,0.2819594539,0.4160648371,0.7306670531,0.9186176143,0.7106046065,0.1275102709,0.6363636364,0.3158421975,0.7389006342,0.3204881849,0.4447782785,0.7389006342,1,0.4079996736,0.0320872774,0.4146341463,0.375,0.2932333032,0.2215909091,0.8266946191,0.6022727273,0.6793630752,0.9440950384,0.6590909091
20160505,Justin Smoak,1B,475253,tex,6.5,0.2264808362,0,0.4814009447,0.5058219009,0.6339170041,0.6814374728,0.6566332219,0.858925144,1,0.5454545455,0.2416451547,0.7378435518,0.4013502986,0.1805207812,0.7378435518,0.9680275455,0.7343994125,0.1769613348,0.6341463415,0.5892857143,0.6315794222,0.2351750261,0.0831586303,0.1363636364,0.3446969697,0.4353598882,0.2727272727
20160505,Lucas Duda,1B,446263,sdg,0,0,1,0.5768648071,0.5561499749,0.6768755348,0.7817707579,0.7982162765,0.6608829175,0.4535666444,0.1818181818,0.6124679967,0.3530655391,0.1040768632,0.3705558338,0.3530655391,0.0029513035,0.6239995008,0.2077651211,0.6219512195,0.5892857143,0.6090230143,0.4829545455,0.7875611461,0.2727272727,0.1600378788,0.2005590496,0
20160505,Mark Reynolds,1B,448602,sfo,22.4,0.7804878049,1,0.4797611621,0.4755114169,0.6071662983,0.5660049268,0.3225566704,0.3685220729,0.4004663233,0.5454545455,0.6540356577,0.6744186047,0.5041807323,0.4461347193,0.6744186047,0.5076242007,0.388799689,0.0211776031,0.3902439024,0.2678571429,0.3684205778,0.6538299663,0.5136268344,0.1818181818,0.6274164054,0.8266946191,0.6363636364
20160505,Mark Teixeira,1B,407893,bal,3,0.1045296167,1,0.3724801711,0.3266789144,0.463955919,0.2847775685,0.3110367893,0.3347888676,0.3549045214,0.5454545455,0.3866642561,0.5665961945,0.6057128019,0.3839605562,0.5665961945,0.482538121,0.6479994816,0.0721963741,0.6585365854,0.4821428571,0.4736845667,0.1191666667,0,0.2613636364,0.3901515152,0.2396925227,0.0909090909
20160505,Matt Adams,1B,571431,phi,3,0.1045296167,0,0.3274039747,0.4668628898,0.5994029579,0.6412693812,0.5039018952,0.745134357,0.2966757652,0.6363636364,0.3194061214,0.2243363871,0.3849909115,0.3743114672,0.2243363871,0.5917363502,0.7535993971,0.5836675758,0.4512195122,0.375,0.3834589349,0.8371212121,0.6427672956,0.1818181818,0,0.0831586303,0.0454545455
20160505,Miguel Cabrera,1B,408234,cle,9.2,0.3205574913,1,0.4612423135,0.5060914234,0.6341517864,0.7083514467,0.3054626533,0.3765163148,0.4609986717,0.2727272727,0.1525052295,0.5391120507,0.0171903402,0.2782298448,0.5391120507,0.1146089523,0.359999712,0,0.3658536585,0.2678571429,0,0.4564393939,0.7875611461,0.1477272727,0.3713699495,0.3962264151,0.2613636364
20160505,Mike Napoli,1B,435063,det,28.7,1,0,0.4021655824,0.2072139926,0.3290835326,0.4452977829,0.7112597547,0.684049904,0.452591401,0.4545454545,0.4341170508,0.5422832981,0.6578551026,0.2411887061,0.5422832981,0.8740777177,0.7919993664,0,0.8048780488,0.5892857143,0.7443614619,0.3713699495,0.3962264151,0.2613636364,0.4564393939,0.7875611461,0.1477272727
20160505,Mitch Moreland,1B,519048,tor,6.2,0.2160278746,1,0.3224400677,0.1597649326,0.2680664988,0.411063614,0.4209587514,0,0,0.4545454545,0.3198903899,0,0.2193715918,0.018976741,0,0.0368912937,0.7871993702,0.0941761592,0.7195121951,0.5714285714,0.7443614619,0.3446969697,0.4353598882,0.2727272727,0.2351750261,0.0831586303,0.1363636364
20160505,Paul Goldschmidt,1B,502671,mia,0,0,1,0.5915426433,0.6609584012,0.7612727125,0.2735352364,0.2341137124,0.451487524,0.4764120011,0.4545454545,0.3388513644,0.3689217759,1,0.2840607064,0.3689217759,0.9783571077,0.691199447,0.8658751805,0.8170731707,1,0.721805054,0.437238767,0.2788259958,0.0909090909,0.3238636364,0.748427673,0.7159090909
20160505,Ryan Zimmerman,1B,475582,chc,0,0,1,0.400320827,0.154490115,0.2609385777,0.4300825967,0.6911928651,0.6893761996,0.2881844219,1,0,0.1392328602,0,0.122684026,0.1392328602,0,0.6659994672,0.1337387695,0.5243902439,0.4285714286,0.5751884024,0.4240319865,0.5918937806,0.9090909091,1,1,0.7159090909
20160505,Tyler White,1B,643603,sea,9.2,0.3205574913,0,0.3230728099,0.4359830338,0.5711804756,0,0,0.1295585413,0.2003732828,0.6363636364,0.1440803298,0.1025369979,0.331394443,0,0.1025369979,0.2715199213,0.6479994816,0.4002887855,1,0.9107142857,0.4736845667,0.3200757576,0.5527603075,0.5909090909,0.4495650954,0.8266946191,0.6818181818
20160505,Wil Myers,1B,571976,nym,18.7,0.6515679443,0,0.5713572765,0.5991322538,0.712257938,0.5406462831,0.5823857302,0.6663435701,0.5478738013,0.7272727273,0.1860101538,0.2938689218,0.3757984939,0.1946766303,0.2938689218,0.2656173143,1,0.0445656631,0.9756097561,0.8035714286,0.7894742778,0.1600378788,0.2005590496,0,0.4829545455,0.7875611461,0.2727272727
20160506,Adam Lind,1B,452252,hou,6.2,0.1987179487,1,0.0699942935,0.0939021292,0.1717094596,0.1883116883,0.1516853933,0.1708404833,0.2728769231,0.2142857143,0.6741512529,0.2409638554,0.4555967707,0.5324390152,0.2409638554,0.1118677043,0.4872881356,0.5939597315,0.5673076923,0.7333333333,0.0806451613,0.4991181658,0.8285714286,0.72,0.3431247339,0.5714285714,0.76
20160506,Adrian Gonzalez,1B,408236,tor,3,0.0961538462,1,0.4224088737,0.2795773947,0.4121201572,0,0.1897627965,0.8468110968,0.5425076923,0.5714285714,0.3034012712,0,0.213397338,0.1019110477,0,0.1673151751,0.7309322034,0.6531972409,0.7692307692,1,0.3870967742,0.4157848325,0.2035714286,0.6666666667,0.3641975309,0.4,0.6
20160506,Anthony Rizzo,1B,519203,was,27.9,0.8942307692,0,1,1,1,0.8839285714,0.6943820225,0.4637494637,0.8361435897,0.8571428571,0.0799909159,0.3828647925,0.3090988436,0.1679289401,0.3828647925,0.2383268482,0.7838983051,0.7270693512,0.6346153846,0.75,0.6290322581,1,0.8464285714,0.72,0.4276895944,0.5057142857,0.76
20160506,Brandon Belt,1B,474832,col,18.7,0.5993589744,0,0.6685480419,0.5566356839,0.6763834194,0.7712842713,0.5101123596,0.6579347204,0.5840102564,0.5,0.7037270897,0.1897590361,0.3071350644,0.5254314595,0.1897590361,0.266536965,0.625,0.451854959,0.4807692308,0.55,0.4516129032,0.675308642,0.8,0.76,0.8205467372,0.9714285714,0.76
20160506,Brandon Moss,1B,461235,pit,0,0,0,0.7306780084,0.5658086125,0.6840455314,0.7413419913,0.5480649189,0.5406299156,1,0.5714285714,0.7699711463,1,0.8844425049,0.7402048362,1,0.9688715953,0.6737288136,0.9635346756,0.6826923077,0.7833333333,0.2795693548,0.8373776075,0.5314285714,0.4,0.6181657848,0.5892857143,0.1
20160506,C.J. Cron,1B,543068,tam,0,0,0,0.2019580569,0.1502169178,0.253833178,0.6834415584,0.7191011236,0.1507310882,0.3653846154,0.3571428571,0.2244071581,0.0592369478,0.5651756491,0,0.0592369478,0.2568093385,0.6497182203,0.8852224708,0.8269230769,0.4,0.2016129032,0.225308642,0.75,0.85,0.1291547958,0.2448979592,0.5333333333
20160506,Chris Carter,1B,474892,cin,6,0.1923076923,1,0.7939314502,0.8083312304,0.8701458782,0.7005772006,0.8441947566,0.5122533248,0.7657230769,0.3571428571,0.9504547597,0.7040662651,0.7999127209,1,0.7040662651,0.7130350195,0.6355932203,0,0.5769230769,0.5,0,0.4514991182,0.7714285714,1,0.3086419753,0.4285714286,0.76
20160506,Darin Ruf,1B,573131,mia,6,0.1923076923,1,0,0,0,0.0220779221,0,0.0129415129,0.1987179487,0.5714285714,0.3030557619,0.2838855422,0.1877809295,0.3110356732,0.2838855422,0.0778210117,0.6186440678,0.3002237136,0.7019230769,0.5833333333,0.3924725806,0.0097914006,0.12,0,0.3580246914,0.7142857143,0.6
20160506,Eric Hosmer,1B,543333,cle,3.2,0.1025641026,1,0.5221395963,0.2066044638,0.3269986402,0.5373376623,0.4419475655,0.6716806092,0.5426974359,0.4285714286,0.1776617903,0.32616179,0.2631900502,0.3385242488,0.32616179,0.2775616083,0.813559322,0.5621923937,0.5096153846,0.65,0.5806451613,0.0864197531,0.0107142857,0.25,0.4686419753,0.6214285714,0.65
20160506,Freddie Freeman,1B,518692,ari,12,0.3846153846,0,0.3757935659,0.1758082462,0.2879849106,0.5227272727,0.2528089888,0.2254933505,0.4280564103,0.3571428571,0.7269993463,0.2198795181,0.3015928431,0.4990152404,0.2198795181,0.1647211414,0.579095339,0.7910763112,0.5384615385,0.65,0.6532258065,0,0.1071428571,0,0.4197530864,0,0.1
20160506,Hanley Ramirez,1B,434670,nyy,6,0.1923076923,1,0.5599543477,0.1957517817,0.3134888732,0.6907467532,0.7066167291,1,0.5364564103,0.1428571429,0.4483887913,0.0456110155,0.0498799913,0.2312944057,0.0456110155,0,0.5338983051,0.0865771812,0.375,0.3,0.4193548387,0.725308642,1,0.65,0.116334283,0.0428571429,0.35
20160506,Joe Mauer,1B,408045,chw,0,0,1,0.4567551181,0.0869208864,0.1607116883,0.400974026,0.3501872659,0.4558129558,0.5186153846,0.8571428571,0.0860908788,0.5451807229,0.4768492254,0.2614177004,0.5451807229,0.5629053178,0.6906779661,0.4413870246,0.4038461538,0.15,0.6370967742,0.1538800705,0.4607142857,0.55,0.2511707109,0.6285714286,0.4
20160506,Joey Votto,1B,458015,mil,27.9,0.8942307692,0,0.3664045224,0.1852574785,0.3001822178,0.5151515152,0.5617977528,0.3540594166,0.4738923077,0.2857142857,1,0.8042168675,0.6126991054,0.7415641614,0.8042168675,0.4435797665,0,0,0,0,0,0.3086419753,0.4285714286,0.76,0.4514991182,0.7714285714,1
20160506,John Jaso,1B,444379,stl,3,0.0961538462,1,0.4667326485,0.0439683311,0.0877706214,0.3863636364,0.3146067416,0.5437312312,0.4874102564,0.5714285714,0.3106516432,0.5066934404,0.1093170412,0.5701720069,0.5066934404,0.4221789883,0.8728813559,0.0843400447,0.7692307692,0.6666666667,0.6397854839,0.6181657848,0.5892857143,0.1,0.8373776075,0.5314285714,0.4
20160506,Jose Abreu,1B,547989,min,21.7,0.6955128205,0,0.4472679934,0.286713023,0.4199775193,0.6616161616,0.6198501873,0.5618564994,0.5402461538,0.0714285714,0.5405802771,0.2254733219,1,0.2712376529,0.2254733219,0.121919585,0.6398305085,0.4579418345,0.641025641,0.425,0.6612903226,0.2511707109,0.6285714286,0.4,0.1538800705,0.4607142857,0.55
20160506,Justin Smoak,1B,475253,lad,9.2,0.2948717949,0,0.5007222341,0.4706500037,0.6017534757,0.5952380952,0.6123595506,0.7137941513,0.3538461538,0.5,0.3091691237,0.599827883,0.9537420903,0.2865300611,0.599827883,1,0.8516949153,0.4131991051,0.75,0.3833333333,0.7822580645,0.3641975309,0.4,0.6,0.4157848325,0.2035714286,0.6666666667
20160506,Lucas Duda,1B,446263,sdg,3,0.0961538462,1,0.5777872887,0.560032706,0.6792272003,0.5584415584,0.5861423221,0.5194033319,0,0.3571428571,0.5720688451,0.2274096386,0.1692777657,0.3887255335,0.2274096386,0.0846303502,0.8262711864,0.4876957494,0.5288461538,0.55,1,0.4938271605,0.6571428571,0.24,0.2166879523,0.3142857143,0.12
20160506,Mark Reynolds,1B,448602,sfo,15.7,0.5032051282,1,0.5799004922,0.4893655682,0.6184567825,0.6958874459,0.4382022472,0.4466877592,0.5102564103,0.5714285714,0.7363280973,0.6701807229,0.9156447742,0.5269267172,0.6701807229,0.576848249,0.8545190678,0.2625528213,1,0.85,0.7043016129,0.8205467372,0.9714285714,0.76,0.675308642,0.8,0.76
20160506,Mark Teixeira,1B,407893,bos,0,0,0,0.3946608175,0.3188542825,0.4544888729,0.1777597403,0.2893258427,0.6087784213,0.4629076923,0.7142857143,0.310586867,0.547439759,0.3152083788,0.4523677317,0.547439759,0.6575875486,1,0.0563758389,0.9615384615,0.85,0.7096774194,0.116334283,0.0428571429,0.35,0.725308642,1,0.65
20160506,Marwin Gonzalez,1B,503556,sea,31.2,1,0,0.2555192952,0.1882608037,0.3040155902,0.1785714286,0.2565543071,0.4574753325,0.2525641026,0.7142857143,0.1695568502,0.1634036145,0.2945668776,0.0955448749,0.1634036145,0.140077821,0.7754237288,0.7389261745,0.8076923077,0.35,0.7741935484,0.3431247339,0.5714285714,0.76,0.4991181658,0.8285714286,0.72
20160506,Miguel Cabrera,1B,408234,tex,3,0.0961538462,0,0.5013107212,0.4860419589,0.6155103115,0.4011544012,0.2565543071,0.8357911483,0.2153846154,0.5714285714,0.2770120163,0.6182228916,0.3190486581,0.2440277129,0.6182228916,0.5972762646,0.7372881356,0.6447427293,0.2884615385,0.25,0.6290322581,0.4814814815,0.6285714286,0.25,0.3546189868,0.4857142857,0.16
20160506,Mike Napoli,1B,435063,kan,16.2,0.5192307692,0,0.5234770668,0.2836703497,0.4166361845,0.7326839827,0.7565543071,0.779484842,0.6433948718,0.5,0.3937335745,0.230636833,0.8975343661,0.2909478679,0.230636833,0.5732814527,0.5847457627,0.5979865772,0.4038461538,0,0.2661290323,0.4686419753,0.6214285714,0.65,0.0864197531,0.0107142857,0.25
20160506,Mitch Moreland,1B,519048,det,6.2,0.1987179487,1,0.3571938084,0.1502539694,0.253883886,0.411525974,0.2074906367,0,0.4825641026,0.5,0.482132496,0.6009036145,0.7523019856,0.3748232654,0.6009036145,0.7470817121,0.9406779661,0.1796420582,0.7980769231,0.85,0.5967741935,0.3546189868,0.4857142857,0.16,0.4814814815,0.6285714286,0.25
20160506,Paul Goldschmidt,1B,502671,atl,15.2,0.4871794872,1,0.5991600685,0.6630115533,0.7621757422,0.1522366522,0.1404494382,0.3406531532,0.5787179487,0,0.6888499739,0.7934595525,0.7060440759,0.5742916476,0.7934595525,0.7730220493,0.3601694915,0.1370246085,0.3269230769,0.4,0.1612903226,0.4197530864,0,0.1,0,0.1071428571,0
20160506,Ryan Zimmerman,1B,475582,chc,0,0,1,0.4070190456,0.1627702445,0.2707985122,0.3362193362,0.4644194757,0.549996425,0.4016205128,1,0,0.065404475,0,0.1704210362,0.065404475,0.0535019455,0.7415254237,1,0.3653846154,0.4,0.5725806452,0.4276895944,0.5057142857,0.76,1,0.8464285714,0.72
20160506,Steven Pearce,1B,456665,laa,9.2,0.2948717949,1,0.5205167986,0.4474898549,0.5806952028,1,1,0.6132471757,0.5,0.4285714286,0.4822401395,0.8020654045,0.7439231944,0.4071701698,0.8020654045,0.5304798962,0,0,0,0,0,0.1291547958,0.2448979592,0.5333333333,0.225308642,0.75,0.85
20160506,Wil Myers,1B,571976,nym,0,0,0,0.6379734646,0.5889541115,0.7031453013,0.6370851371,0.3752808989,0.6484430859,0.6771948718,0.7142857143,0.243694324,0.3260542169,0.3470652411,0.2990534735,0.3260542169,0.376459144,0.9576271186,0.4691275168,0.5865384615,0.3833333333,0.8951612903,0.2166879523,0.3142857143,0.12,0.4938271605,0.6571428571,0.24
20160507,Adrian Gonzalez,1B,408236,tor,13,0.5158730159,1,0.4555020565,0.2950773804,0.4438051877,0.0652680653,0.1381928626,0.8588684491,0.5878962536,0.6,0.259727297,0.0439804531,0.0865654862,0.1115637926,0.0439804531,0.0936863544,0.2530606147,0.0654182396,0.2905982906,0.4285714286,0.3068777778,0.3880301229,0.2424242424,0.7936507937,0.3726362625,0.5656565657,0.6666666667
20160507,Anthony Rizzo,1B,519203,was,18.4,0.7301587302,0,1,1,1,0.81002331,0.49476082,0.6766871651,0.7271873199,0.8,0.1318045187,0.6282541093,0.5575042159,0.2581561366,0.6282541093,0.3910386965,0.6522446141,0.088265448,0.6381766382,0.5,0.5952380952,1,1,0.9714285714,0.4435196195,0.6303030303,0.819047619
20160507,Brandon Belt,1B,474832,col,15.2,0.6031746032,0,0.7007500897,0.5604513494,0.6894553224,0.6692566693,0.3658314351,0.7767073997,0.6797925072,0.4666666667,0.7205676416,0.3710350955,0.4204609331,0.5771287298,0.3710350955,0.3248472505,0.3551023307,0.6560699384,0.4216524217,0.3979591837,0.7142857143,0.6737115313,0.9696969697,0.819047619,0.7875544986,0.9966329966,0.7428571429
20160507,Byungho Park,1B,666560,chw,3,0.119047619,1,0.6461453938,0.3697862435,0.5201715674,0.615967366,0.4060364465,0.7064495412,0.7262247839,0.8666666667,0.0366790649,0.6245224345,0.2540753232,0.25773527,0.6245224345,0.3808553971,0.9428579125,0.1273594278,0.8034188034,0.612244898,0.6666666667,0.1660721363,0.4545454545,0.5714285714,0.3210727969,0.6734006734,0.619047619
20160507,C.J. Cron,1B,543068,tam,12.2,0.4841269841,0,0.2594638728,0.1733299304,0.2998149089,0.3461538462,0,0.1759525632,0.3650317003,0.4,0.1777237978,0.1324744558,0.29128724,0,0.1324744558,0.1147318398,0.3959170579,0.3508841645,0.4358974359,0.5408163265,0.1904761905,0.2104637337,0.5757575758,0.5714285714,0.1553852703,0.380952381,0.8571428571
20160507,Carlos Santana,1B,467793,kan,0,0,0,0.5674508397,0.4149099987,0.5631385449,0.4562104562,0.1731207289,0.7067398629,0.7577579251,0.4666666667,0.4010825812,0.462537285,0.8363125351,0.3405099237,0.462537285,0.5587236931,0.67673443,0.4530578184,0.4358974359,0.6020408163,0.5396825397,0.4960212202,0.7272727273,1,0.0689655172,0,0.1904761905
20160507,Chris Carter,1B,474892,cin,12.4,0.4920634921,1,0.7702650113,0.7992099595,0.8681693825,0.5527065527,0.3125284738,0.5574529107,0.5187319885,0.4,0.9046640443,0.8396268325,0.3726812816,1,0.8396268325,0.4725050916,0.3632647863,0.2312735943,0.3931623932,0.387755102,0.3333333333,0.4102259215,0.7542087542,0.5523809524,0.3210727969,0.5387205387,0.780952381
20160507,Chris Davis,1B,448801,oak,22.2,0.880952381,0,0.6222234092,0.6242472504,0.7401337727,0.2354312354,0.0227790433,0.5595291509,0.6127723343,0.4,0.4215122243,0.5511836009,0.970994941,0.5844385184,0.5511836009,1,0.8285712886,0,0.7521367521,0.6224489796,0,0.3818646232,0.4848484848,0.0317460317,0.1771700357,0.4242424242,0.5396825397
20160507,Dae-Ho Lee,1B,493193,hou,0,0,1,0.5382866212,0.8712400334,0.9170656094,1,1,0.8335752681,0.6188760807,0.2666666667,0.6496522853,0.3510439805,0.2831928049,0.5429499304,0.3510439805,0.0987780041,0.4122444182,0.3922114047,0.2136752137,0.2448979592,0.4365079365,0.4768133175,0.6464646465,0.8571428571,0.3639846743,0.7542087542,0.9714285714
20160507,Eric Hosmer,1B,543333,cle,18.9,0.75,1,0.5383476662,0.2281050735,0.36828203,0.4522144522,0.1634396355,0.6918718713,0.5922190202,0.4666666667,0.1118811646,0.3610966555,0.0729623384,0.3407746388,0.3610966555,0.1894093686,0.0632645414,0.0405697397,0.2393162393,0.1734693878,0.1507936508,0.0689655172,0,0.1904761905,0.4960212202,0.7272727273,1
20160507,Freddie Freeman,1B,518692,ari,21.7,0.8611111111,0,0.4419119274,0.192021356,0.3239849242,0.493006993,0.2050113895,0.3393333157,0.492795389,0.4,0.6816057992,0.2454908929,0.1345699831,0.5286933417,0.2454908929,0.1904276986,0,0.0938307173,0.2478632479,0.2857142857,0.0396825397,0,0.1212121212,0,0.4453096033,0.2154882155,0.380952381
20160507,Hanley Ramirez,1B,434670,nyy,9.2,0.3650793651,1,0.5767220395,0.2125088006,0.349490244,0.5262237762,0.3750949127,1,0.5922190202,0.2,0.4155447001,0.140851685,0.0260820686,0.2469576389,0.140851685,0,0.4367342341,0.3869660242,0.4871794872,0.2346938776,0.4047619048,0.6765755054,0.7811447811,0.4285714286,0.1196253725,0.1818181818,0.2380952381
20160507,Joey Votto,1B,458015,mil,10,0.3968253968,0,0.4735942496,0.2658762334,0.4118218813,0.533022533,0.3835990888,0.5288342263,0.5793775216,0.2666666667,1,1,0.515682968,0.8190162797,1,0.5071283096,0.6367352137,0.1599940393,0.6495726496,0.6326530612,0.4603174603,0.3210727969,0.5387205387,0.780952381,0.4102259215,0.7542087542,0.5523809524
20160507,John Jaso,1B,444379,stl,15.7,0.623015873,1,0.4882221425,0.0734506985,0.1504705919,0.3003663004,0.0721336371,0.5560100997,0.5315100865,0.5333333333,0.2984506703,0.4747223456,0.1355817875,0.5696085079,0.4747223456,0.4215885947,0.1755087147,0.2483608186,0.4501424501,0.5,0.2698412698,0.5988902101,0.4848484848,0.1428571429,0.7823754789,0.4363636364,0.5142857143
20160507,Jose Abreu,1B,547989,min,15.7,0.623015873,0,0.5247193841,0.3228254055,0.4730172122,0.5905205905,0.4293849658,0.7132852983,0.6340057637,0.0666666667,0.547706332,0.4204988259,1,0.3385638111,0.4204988259,0.3713509844,0.3204076085,0.1237209418,0,0.1734693878,0.380952381,0.3210727969,0.6734006734,0.619047619,0.1660721363,0.4545454545,0.5714285714
20160507,Justin Bour,1B,571506,phi,21.7,0.8611111111,0,0.4382416006,0.7476714863,0.8319211395,0.7097902098,0,0.3519051264,0.4937579251,0.6,0.292242648,0.3297201244,0.1092748735,0.4247528639,0.3297201244,0.0631364562,0.4285717784,0.5767931651,0.5982905983,0.5306122449,0.5714285714,0.3793103448,0.7542087542,0.7142857143,0.0314176245,0.1939393939,0.1714285714
20160507,Justin Smoak,1B,475253,lad,9.2,0.3650793651,0,0.535402248,0.4524945776,0.5974081279,0.4701964702,0.3398633257,0.7585490952,1,0.4666666667,0.2824739326,0.7632036555,0.5921304103,0.3119827617,0.7632036555,0.7583163612,1,0.4667196503,1,1,0.7619047619,0.3726362625,0.5656565657,0.6666666667,0.3880301229,0.2424242424,0.7936507937
20160507,Logan Morrison,1B,489149,laa,9.2,0.3650793651,1,0,0,0,0,0,0,0.1729106628,0.4,0.4677156084,0.7202513169,0.4830054338,0.4299361686,0.7202513169,0.5885947047,0.299591265,0.4410411286,0.2820512821,0.2040816327,0.5476190476,0.1553852703,0.380952381,0.8571428571,0.2104637337,0.5757575758,0.5714285714
20160507,Lucas Duda,1B,446263,sdg,6,0.2380952381,1,0.5811859505,0.5639428644,0.6922939241,0.4137529138,0.2988610478,0.5481626154,0.6195965418,0.4,0.5158349166,0,0,0.3919917205,0,0.0682281059,0.4244893261,0.125620902,0.5641025641,0.6020408163,0.5,0.4367816092,0.5925925926,0.2857142857,0.2030651341,0.430976431,0.2857142857
20160507,Mark Reynolds,1B,448602,sfo,3,0.119047619,1,0.6254435296,0.4852866297,0.6263050962,0.5754245754,0.2892938497,0.5718458304,0.6554870317,0.6,0.7002632425,0.651710351,0.6178752108,0.5675466902,0.651710351,0.4511201629,0.7591842932,0.5623385655,0.7948717949,0.387755102,0.6984126984,0.7875544986,0.9966329966,0.7428571429,0.6737115313,0.9696969697,0.819047619
