date,name,pos,id,Oppt,points,pointsDist,HomeAway,meanPoints,deviationPoints,mean10Day,mean5Day,OpptAverage,OpptAverage5
20160601,Nick Markakis,RF,455976,sfo,3,0.069124424,0,0.2956399473,0.2225845987,0.1323373409,0.4081796311,0.3273035641,0.1737627186
20160601,Nomar Mazara,RF,608577,cle,3,0.069124424,1,0.4249214633,0.5245027873,0.5954738331,0.2782678428,0.2165420972,0.4552010274
20160601,Paulo Orlando,RF,449181,tam,0,0,0,0.286139542,0.5179809025,0.2673267327,0.242181235,0.2338629585,0.448681221
20160601,Ramon Flores,RF,570717,stl,0,0,0,0,0.1137584841,0,0.2425821973,0.3609253135,0.4068951892
20160601,Sean Rodriguez,RF,446481,mia,0,0,1,0.7104909809,0.2891463938,0.5017680339,0.5399625769,0.2565048058,0.3546379532
20160601,Stephen Piscotty,RF,572039,mil,0,0,1,0.7252736117,0.5970197425,0.328854314,0.7604918471,0.6375372846,0.578385854
20160601,Steven Souza Jr.,RF,519306,kan,3.2,0.0737327189,1,0.3556065059,0.6072518889,0.0728429986,0.3097433841,0.2988687041,0.3492047812
20160601,Trayce Thompson,RF,572204,chc,6,0.1382488479,1,0.4379180178,0.6483506972,0.0339462518,0.0601443464,0,0.1435345253
20160601,Adam Jones,CF,430945,bos,15.4,0.3086172345,0,0.3103088217,0.4916513036,0.3436566151,0.500990099,0.3214575275,0.2974414699
20160601,Andrew McCutchen,CF,457705,mia,3,0.0601202405,1,0.4993829895,0.6878142746,0.5528389025,0.5257425743,0.2565048058,0.3546379532
20160601,Billy Burns,CF,542993,min,6.5,0.130260521,0,0.298079357,0.3208799756,0.5042787286,0.2685643564,0.5834896662,0.4546083177
20160601,Billy Hamilton,CF,571740,col,37.2,0.745490982,1,0.294013416,0.2951873879,0.4546149144,0.7215346535,0.6716716601,0.9204781191
20160601,Byron Buxton,CF,621439,oak,3,0.0601202405,1,0.0541387166,0,0.3056234719,0.297029703,0.4492568231,0.1444235898
20160601,Cameron Maybin,CF,457727,laa,3,0.0601202405,1,0.5937460448,0.3574441452,0.4516435751,0.2445544554,0.456710068,0.4332707695
20160601,Carlos Gomez,CF,460576,ari,9,0.1803607214,0,0.0879714593,0.071027616,0.5012224939,0.4554455446,0.6075080305,0.48641707
20160601,Charlie Blackmon,CF,453568,cin,12.2,0.244488978,0,0.6397370586,0.5684958209,0.9841075795,1,1,1
20160601,Chris Young,CF,455759,bal,49.9,1,1,0.3002863562,0.2417810372,0.6372249389,0.6732673267,0.3998948819,0.5979452731
20160601,Denard Span,CF,452655,atl,3,0.0601202405,1,0.3970225288,0.4039172623,0.5082081732,0.6522277228,0.4933001743,0.2729428035
20160601,Desmond Jennings,CF,457775,kan,6.5,0.130260521,1,0.1499889255,0.4518211235,0.0336185819,0,0.2988687041,0.3492047812
20160601,Dexter Fowler,CF,451594,lad,9.2,0.1843687375,0,0.6869225415,0.4438755377,0.5753361858,0.5680693069,0.1003026252,0
20160601,Ender Inciarte,CF,542255,sfo,15.2,0.3046092184,0,0.1643225541,0.0076984495,0.35299511,0.2623762376,0.3273035641,0.1737627186
20160601,Ian Desmond,CF,435622,cle,6.5,0.130260521,1,0.5954388685,0.8046157367,0.8279000272,0.7455445545,0.2165420972,0.4552010274
20160601,Jacoby Ellsbury,CF,453056,tor,6,0.120240481,1,0.4077648399,0.4736604325,0.4767726161,0.3267326733,0.2830376449,0.4750568013
20160601,Jeremy Hazelbaker,CF,571757,mil,0,0,1,0.4475145551,0.4356948053,0.1222493888,0,0.6375372846,0.578385854
20160601,Joc Pederson,CF,592626,chc,0,0,1,0.4490966333,0.496517782,0.3904339853,0.1504950495,0,0.1435345253
20160601,Jon Jay,CF,445055,sea,21.4,0.4288577154,0,0.3074689913,0.2115309251,0.4822059223,0.4267326733,0.1629927827,0.3250024696
20160601,Juan Lagares,CF,501571,chw,9,0.1803607214,0,0.115373054,0.4138172194,0.5638753056,0.5231023102,0.1655345503,0.3635285982
20160601,Keon Broxton,CF,542979,stl,6,0.120240481,0,0,0.108793396,0.3575794621,0.300330033,0.3609253135,0.4068951892
20160601,Kevin Pillar,CF,607680,nyy,12.2,0.244488978,0,0.2422636375,0.4246350709,0.3993480033,0.4910891089,0.3062858812,0.4377160921
20160601,Lorenzo Cain,CF,456715,tam,18.9,0.378757515,0,0.5135900519,0.8410100395,0.9433577832,0.9425742574,0.2338629585,0.448681221
20160601,Marcell Ozuna,CF,542303,pit,3,0.0601202405,0,0.5749351348,0.439279284,0.7903422983,0.5504950495,0.5502919877,0.2475550726
20160601,Michael Bourn,CF,456422,hou,15.7,0.3146292585,1,1,0.7339920457,1,0.8217821782,0.5039149948,0.2879581152
20160601,Michael Taylor,CF,572191,phi,3,0.0601202405,1,0.3425990381,0.492399671,0.3117359413,0.4554455446,0.2878620068,0.5191148869
20160601,Norichika Aoki,CF,493114,sdg,6.2,0.124248497,1,0.2839434882,0.1728401158,0.5881553926,0.5821782178,0.5816524168,0.884619184
20160601,Odubel Herrera,CF,546318,was,6,0.120240481,0,0.4558441969,0.6002446159,0.5474055963,0.2693069307,0.1180136622,0.2754124271
20160601,Rajai Davis,CF,434658,tex,9.2,0.1843687375,0,0.5263257815,1,0.3776147786,0.2376237624,0.2597586594,0.1787019658
20160601,Shane Robinson,CF,453203,det,0,0,0,0.0865396785,0.3393525762,0,0,0.5803833271,0.5257334782
20160601,Addison Russell,SS,608365,lad,0,0,0,0.5545515704,0.547632139,0.1903206292,0.0841328413,0.1003026252,0
20160601,Adeiny Hechavarria,SS,588751,pit,9.5,0.1756007394,0,0.1357094804,0.4573310568,0.2191167574,0.0691881919,0.5502919877,0.2475550726
20160601,Alcides Escobar,SS,444876,tam,9.5,0.1756007394,0,0.320872192,0.3232248227,0.1886267393,0.2014760148,0.2338629585,0.448681221
20160601,Aledmys Diaz,SS,649557,mil,3,0.0554528651,1,0.7063541268,0.6762072867,0.2453720508,0.2407749077,0.6375372846,0.578385854
20160601,Alexei Ramirez,SS,493351,sea,54.1,1,0,0.0866519806,0.1565692027,0.1961433757,0.2243542435,0.1629927827,0.3250024696
20160601,Asdrubal Cabrera,SS,452678,chw,9,0.1663585952,0,0.2510124128,0.203522331,0.324984876,0.2206642066,0.1655345503,0.3635285982
20160601,Brad Miller,SS,543543,kan,6.5,0.1201478743,1,0.4977509267,0.7357995612,0.5215970962,0.3468634686,0.2988687041,0.3492047812
20160601,Carlos Correa,SS,621043,ari,18.7,0.3456561922,0,0.5857352029,0.7356613689,0.1113430127,0.2444649446,0.6075080305,0.48641707
20160601,Chris Owings,SS,572008,hou,0,0,1,0.4370061602,0.3463240298,0.3630973987,0.2649446494,0.5039149948,0.2879581152
20160601,Corey Seager,SS,608369,chc,3,0.0554528651,1,0.7203366355,0.6754123101,0.5350272232,0.5018450185,0,0.1435345253
20160601,Danny Espinosa,SS,457787,phi,18.7,0.3456561922,1,0.1816275112,0.2669788588,0.4006170599,0.3859778598,0.2878620068,0.5191148869
20160601,Darwin Barney,SS,446381,nyy,18.4,0.3401109057,0,0.195346199,0.3604190537,0.1012704174,0.2693726937,0.3062858812,0.4377160921
20160601,Didi Gregorius,SS,544369,tor,3,0.0554528651,1,0.1963487185,0.3824326674,0.2656987296,0.1084870849,0.2830376449,0.4750568013
20160601,Eduardo Escobar,SS,500871,oak,6.5,0.1201478743,1,0,0,0.1361161525,0,0.4492568231,0.1444235898
20160601,Elvis Andrus,SS,462101,cle,6,0.1109057301,1,0.3564616338,0.1405197535,0.3161978221,0.1835793358,0.2165420972,0.4552010274
20160601,Francisco Lindor,SS,596019,tex,0,0,0,0.7172499307,0.5745345932,0.3707199032,0.3601476015,0.2597586594,0.1787019658
20160601,Freddy Galvis,SS,520471,was,6.2,0.1146025878,0,0.3260958461,0.4428268218,0.4384754991,0.3092250923,0.1180136622,0.2754124271
20160601,Gordon Beckham,SS,493596,sfo,3.5,0.0646950092,0,0.4507644211,0.5146909172,0.3762250454,0.3896678967,0.3273035641,0.1737627186
20160601,Gregorio Petit,SS,463610,det,6,0.1109057301,0,0.0579878379,0.1650986149,0.0217785844,0.1577490775,0.5803833271,0.5257334782
20160601,Jonathan Villar,SS,542340,stl,6.2,0.1146025878,0,0.8270785791,0.7625589244,1,0.6324723247,0.3609253135,0.4068951892
20160601,Jordy Mercer,SS,474568,mia,3,0.0554528651,1,0.3023519635,0.2445204265,0.1480943739,0.0728782288,0.2565048058,0.3546379532
20160601,Jose Iglesias,SS,578428,laa,15.2,0.280961183,1,0.0348375523,0.1599842448,0,0.094095941,0.456710068,0.4332707695
20160601,Kelby Tomlinson,SS,605509,atl,3,0.0554528651,1,0.2688203248,0.149816263,0.5248638838,0.6051660517,0.4933001743,0.2729428035
20160601,Luis Sardinas,SS,596143,sdg,9.2,0.1700554529,1,0.0041024153,0.1731231282,0.2855172414,0.1854243542,0.5816524168,0.884619184
20160601,Manny Machado,SS,592518,bos,10,0.1848428835,0,1,1,0.5739866909,0.310701107,0.3214575275,0.2974414699
20160601,Marcus Semien,SS,543760,min,12.2,0.2255083179,0,0.355366777,0.5895599941,0.2970356927,0.2487084871,0.5834896662,0.4546083177
20160601,Trevor Story,SS,596115,cin,3,0.0554528651,0,0.9562980649,0.9671293688,0.3219147005,0.2723247232,1,1
20160601,Tyler Saladino,SS,573135,nym,0,0,1,0.5779392948,0.9219147081,0.9944101633,1,0.2840132185,0.6154302084
20160601,Xander Bogaerts,SS,593428,bal,3,0.0554528651,1,0.9871519213,0.5857542935,0.8746521476,0.5239852399,0.3998948819,0.5979452731
20160601,Zack Cozart,SS,446359,col,15.4,0.2846580407,1,0.5738632616,0.4366541101,0.2218693285,0.2988929889,0.6716716601,0.9204781191
20160601,Adonis Garcia,3B,611177,sfo,6.2,0.2510121457,0,0.1684698609,0.1523536466,0,0,0.3273035641,0.1737627186
20160601,Adrian Beltre,3B,134181,cle,9,0.3643724696,1,0.6505387183,0.5633429579,0.8210720486,0.7279373368,0.2165420972,0.4552010274
20160601,Andres Blanco,3B,433217,was,9,0.3643724696,0,0.6921465851,0.7195824354,0.8989257813,0.0365535248,0.1180136622,0.2754124271
20160601,Anthony Rendon,3B,543685,phi,18.4,0.7449392713,1,0.6196492171,0.3880897295,0.6197916667,0.4399477807,0.2878620068,0.5191148869
20160601,Chase Headley,3B,452104,tor,0,0,1,0.2726071277,0.3253225077,0.5007324219,0.3577023499,0.2830376449,0.4750568013
20160601,Danny Valencia,3B,502143,min,15,0.6072874494,0,0.7454136147,0.9732479596,0.7223307292,0.888772846,0.5834896662,0.4546083177
20160601,David Freese,3B,501896,mia,9,0.3643724696,1,0.6639674753,0.4229683211,0.8505859375,0.7389033943,0.2565048058,0.3546379532
20160601,Eugenio Suarez,3B,553993,col,15.4,0.6234817814,1,0.5619246018,0.74857563,0.11328125,0.2415143603,0.6716716601,0.9204781191
20160601,Evan Longoria,3B,446334,kan,9,0.3643724696,1,0.6351051677,0.4580165297,0.462109375,0.5733681462,0.2988687041,0.3492047812
20160601,Hernan Perez,3B,541650,stl,6.2,0.2510121457,0,0.8993011222,0.6314385065,0.6442871094,0.5395996519,0.3609253135,0.4068951892
20160601,Jake Lamb,3B,571875,hou,22.2,0.8987854251,1,0.8543556661,0.6953208225,0.7806640625,0.7049608355,0.5039149948,0.2879581152
20160601,Javier Baez,3B,595879,lad,9,0.3643724696,0,0.2534663889,0.409468841,0.1891276042,0.1984334204,0.1003026252,0
20160601,Josh Donaldson,3B,518626,nyy,12.7,0.5141700405,0,0.8693412181,0.7611928324,0.6691623264,0.7268929504,0.3062858812,0.4377160921
20160601,Juan Uribe,3B,346874,tex,6.5,0.2631578947,0,0.2172121049,0.1735137881,0.6160888672,0.3289817232,0.2597586594,0.1787019658
20160601,Justin Turner,3B,457759,chc,0,0,1,0.3668996259,0.2291434255,0.4814453125,0.2780678851,0,0.1435345253
20160601,Kyle Seager,3B,572122,sdg,18.4,0.7449392713,1,0.7972806487,0.6546449404,0.7967664931,0.8637075718,0.5816524168,0.884619184
20160601,Luis Valbuena,3B,472528,ari,3,0.1214574899,0,0.4568913379,0.5097018035,1,0.5248041775,0.6075080305,0.48641707
20160601,Martin Prado,3B,445988,pit,9.2,0.3724696356,0,0.4278386309,0.1233969117,0.2438151042,0.1201044386,0.5502919877,0.2475550726
20160601,Matt Carpenter,3B,572761,mil,0,0,1,0.9693232982,0.8932093456,0.720703125,0.9751958225,0.6375372846,0.578385854
20160601,Matt Duffy,3B,622110,atl,12.2,0.4939271255,1,0.4388817956,0.440981626,0.4947509766,0.1984334204,0.4933001743,0.2729428035
20160601,Nick Castellanos,3B,592206,laa,9,0.3643724696,1,0.7432184217,0.6647648096,0.4488932292,0.2339425587,0.456710068,0.4332707695
20160601,Nolan Arenado,3B,571448,cin,3,0.1214574899,0,1,1,0.6588134766,1,1,1
20160601,Ryan Flaherty,3B,475247,bos,16.2,0.6558704453,0,0,0,0.1873046875,0.2663185379,0.3214575275,0.2974414699
20160601,Todd Frazier,3B,453943,nym,24.7,1,1,0.847176489,0.7886001806,0.7307617188,0.338381201,0.2840132185,0.6154302084
20160601,Travis Shaw,3B,543768,bal,15.4,0.6234817814,1,0.7971350492,0.6933095819,0.4904785156,0.434464752,0.3998948819,0.5979452731
20160601,Trevor Plouffe,3B,461858,oak,6,0.2429149798,1,0.3415317071,0.4597609348,0.1791015625,0.1201044386,0.4492568231,0.1444235898
20160601,Whit Merrifield,3B,593160,tam,12.2,0.4939271255,0,0.8682884215,0.3361018137,0.8254394531,0.6652741514,0.2338629585,0.448681221
20160601,Yangervis Solarte,3B,500208,sea,18.9,0.7651821862,0,0.9217010506,0.9140231969,0.8297119141,0.6976501305,0.1629927827,0.3250024696
20160601,Anthony Rizzo,1B,519203,lad,3,0.0791556728,0,1,1,0.2382500464,0.2717391304,0.1003026252,0
20160601,Billy Butler,1B,456714,min,18.7,0.4934036939,0,0,0,0.7573843582,0.5052334944,0.5834896662,0.4546083177
20160601,Brandon Belt,1B,474832,atl,31.2,0.8232189974,1,0.7084322318,0.450718894,0.522478172,0.6149355878,0.4933001743,0.2729428035
20160601,Byungho Park,1B,666560,oak,3,0.0791556728,1,0.5137849188,0.4218067196,0.1578779756,0.1811594203,0.4492568231,0.1444235898
20160601,C.J. Cron,1B,543068,det,3,0.0791556728,0,0.4342553709,0.5752615527,0.6451261909,0.5052334944,0.5803833271,0.5257334782
20160601,Carlos Santana,1B,467793,tex,6,0.1583113456,0,0.7433814132,0.5715367642,0.2932565484,0.3011272142,0.2597586594,0.1787019658
20160601,Chris Carter,1B,474892,stl,6.5,0.1715039578,0,0.7006725093,0.8006702906,0,0,0.3609253135,0.4068951892
20160601,Chris Davis,1B,448801,bos,21.6,0.5699208443,0,0.7433509829,0.7764325684,0.1625487646,0.1763285024,0.3214575275,0.2974414699
20160601,Chris Johnson,1B,453400,pit,9,0.2374670185,0,0.2993274907,0.1364996774,0.3420769088,0.1086956522,0.5502919877,0.2475550726
20160601,Dae-Ho Lee,1B,493193,sdg,6,0.1583113456,1,0.5424046011,0.8899839135,0.6492662084,0.6360708535,0.5816524168,0.884619184
20160601,Eric Hosmer,1B,543333,tam,3,0.0791556728,0,0.932338263,0.3768368772,1,1,0.2338629585,0.448681221
20160601,Freddie Freeman,1B,518692,sfo,21.7,0.5725593668,0,0.4807376301,0.3262257033,0.0949284785,0.1755233494,0.3273035641,0.1737627186
20160601,Hanley Ramirez,1B,434670,bal,0,0,1,0.7354543241,0.1321309384,0.3026193572,0.3472222222,0.3998948819,0.5979452731
20160601,Howie Kendrick,1B,435062,chc,0,0,1,0.2639066399,0.3672301423,0.7387542793,0.4267310789,0,0.1435345253
20160601,Joey Votto,1B,458015,col,18.5,0.4881266491,1,0.5940143631,0.2588835137,0.5868474828,0.6360708535,0.6716716601,0.9204781191
20160601,John Jaso,1B,444379,mia,3,0.0791556728,1,0.5654251111,0.0058336979,0.1240572172,0.1086956522,0.2565048058,0.3546379532
20160601,Jose Abreu,1B,547989,nym,6.5,0.1715039578,1,0.4457580184,0.0497149529,0.1826119264,0.0515297907,0.2840132185,0.6154302084
20160601,Justin Smoak,1B,475253,nyy,10,0.2638522427,0,0.5248006816,0.1993643608,0.3912316552,0.3510466989,0.3062858812,0.4377160921
20160601,Logan Morrison,1B,489149,kan,6,0.1583113456,1,0.3074219463,0.3123797566,0.766672859,0.2987117552,0.2988687041,0.3492047812
20160601,Mark Reynolds,1B,448602,cin,3,0.0791556728,0,0.5131458828,0.1817570441,0.2374140814,0.2958937198,1,1
20160601,Mark Teixeira,1B,407893,tor,0,0,1,0.1385642992,0.096512417,0.0568456251,0.0483091787,0.2830376449,0.4750568013
20160601,Marwin Gonzalez,1B,503556,ari,15.2,0.401055409,0,0.4476142657,0.3134993793,0.0050157905,0.0523349436,0.6075080305,0.48641707
20160601,Matt Adams,1B,571431,mil,3,0.0791556728,1,0.6801320674,0.5921809327,0.5390780499,0.2227589909,0.6375372846,0.578385854
20160601,Mitch Moreland,1B,519048,cle,3,0.0791556728,1,0.3175704461,0.021106088,0.3251904143,0.309178744,0.2165420972,0.4552010274
20160601,Paul Goldschmidt,1B,502671,hou,3,0.0791556728,1,0.9917838233,0.7696780809,0.7956529816,0.7270531401,0.5039149948,0.2879581152
20160601,Ryan Zimmerman,1B,475582,phi,19.2,0.5065963061,1,0.6706378188,0.4978806893,0.5634404607,0.4758454106,0.2878620068,0.5191148869
20160601,Tommy Joseph,1B,571830,was,0,0,0,0.8010620169,0.3461709919,0.5266579974,0.364331723,0.1180136622,0.2754124271
20160601,Victor Martinez,1B,400121,laa,12.2,0.3218997361,1,0.6668340332,0.4819581272,0.6656139699,0.4339774557,0.456710068,0.4332707695
20160601,Wil Myers,1B,571976,sea,37.9,1,0,0.6371797213,0.6238459365,0.4005466946,0.2286634461,0.1629927827,0.3250024696
20160529,A.J. Ellis,C,454560,nym,3,0.0724637681,1,0.2776540588,0.306837991,0.3183023873,0,0.2952840498,0.6435427574
20160529,A.J. Pierzynski,C,150229,mia,3.5,0.0845410628,0,0.2281282512,0.0833364198,0.2687886826,0.2254545455,0.2756397851,0.2795593368
20160529,Brian McCann,C,435263,tam,0,0,1,0.5567182274,0.579033359,0.3306808134,0.1175757576,0.2268536079,0.4022687609
20160529,Bryan Holaday,C,592407,pit,9.5,0.229468599,0,0.3363025889,0.5879939476,0.4031830239,0,0.6560214723,0.342386562
20160529,Buster Posey,C,457763,col,27.4,0.6618357488,1,0.6237930234,0.7281781738,0.7970822281,1,0.6635239391,0.4968368237
20160529,Cameron Rupp,C,519237,chc,3,0.0724637681,1,0.3719852454,0.2163668355,0.5188328912,0.1672727273,0,0.1747382199
20160529,Chris Herrmann,C,543302,sdg,18.2,0.4396135266,0,1,1,1,0.3272727273,0.5502956205,0.5237783595
20160529,Chris Iannetta,C,455104,min,0,0,0,0.2966217552,0.4429574148,0.1078691424,0.0363636364,0.6356187243,0.1878272251
20160529,Chris Stewart,C,455755,tex,0,0,1,0.5113367669,0.2410834111,0.4314765694,0.3309090909,0.308287416,0.5759162304
20160529,Christian Bethancourt,C,542194,ari,6.5,0.1570048309,1,0.4944842351,0.7092562153,0.3368700265,0,0.6446432407,0.8453315881
20160529,Christian Vazquez,C,543877,tor,3,0.0724637681,1,0.3472309399,0.2417290703,0.3616268789,0.3718181818,0.3226503571,0.5498472949
20160529,Curt Casali,C,592200,nyy,0,0,0,0.3285297886,0.6702219151,0.0976127321,0.0545454545,0.3618158264,0.4968368237
20160529,Dioner Navarro,C,425900,kan,18.7,0.4516908213,1,0.3140073773,0.4035393556,0.2838196286,0.1127272727,0.3246749016,0.5078534031
20160529,Drew Butera,C,460077,chw,3,0.0724637681,0,0.2481363335,0.2867413205,0,0,0.1750593713,0.6108202443
20160529,Evan Gattis,C,594828,laa,15.4,0.3719806763,1,0.5125835103,0.6088017892,0.5658709107,0.3389090909,0.4865638552,0.6655759162
20160529,James McCann,C,543510,oak,6.5,0.1570048309,1,0.0979510417,0.1369209657,0.4371352785,0.1727272727,0.5368654621,0.9027050611
20160529,Jeff Mathis,C,425772,atl,3,0.0724637681,1,0.0325271059,0.1333451009,0,0,0.555691454,0.2705606457
20160529,Jonathan Lucroy,C,518960,cin,25.5,0.615942029,0,0.6559332089,0.7087323052,0.6009852217,0.6618181818,1,1
20160529,Josh Thole,C,489365,bos,0,0,0,0,0,0.1591511936,0.1090909091,0.3993903147,0.8667648342
20160529,Juan Centeno,C,518542,sea,9.5,0.229468599,1,0.4088372613,0.8634537285,0,0,0.1935921976,0.5093804538
20160529,Kevin Plawecki,C,608700,lad,6.2,0.1497584541,0,0.1912934318,0.0481549472,0.1273209549,0.1636363636,0.1449663084,0
20160529,Matt Wieters,C,446308,cle,3,0.0724637681,1,0.5049310852,0.5605232026,0.6843501326,0.3045454545,0.1895232944,0.2412739965
20160529,Miguel Montero,C,471083,phi,28.2,0.6811594203,0,0.5200295779,0.42057316,0.5315649867,0.1763636364,0.2602619263,0.4613874346
20160529,Stephen Vogt,C,519390,det,6,0.1449275362,0,0.3406189006,0.4028420198,0.4994316029,0.1478787879,0.6529759165,0.7626527051
20160529,Tony Wolters,C,547172,sfo,3,0.0724637681,0,0.4055785319,0.1565481899,0.3671087533,0.34,0.4011619026,0.4965095986
20160529,Tucker Barnhart,C,571466,mil,6.5,0.1570048309,1,0.2478096008,0.1820298067,0.209928003,0.1478787879,0.6735964569,0.2384925829
20160529,Wilson Ramos,C,467092,stl,41.4,1,0,0.5201241584,0.431874984,0.476127321,0.2245454545,0.3861862157,0.3803446771
20160529,Yan Gomes,C,543228,bal,0,0,0,0.4577267998,0.6993968181,0.4371352785,0.64,0.4085944261,0.7090423211
20160529,Aaron Hicks,RF,543305,tam,0,0,1,0.1113720015,0,0.3061889251,0.1707317073,0.2268536079,0.4022687609
20160529,Adam Eaton,RF,594809,kan,12.5,0.313283208,1,0.5026399289,0.2092740592,0.1883218724,0.2796747967,0.3246749016,0.5078534031
20160529,Brandon Drury,RF,592273,sdg,3.5,0.0877192982,0,0.5702373398,0.4807808698,0.4845276873,0.2604878049,0.5502956205,0.5237783595
20160529,Brandon Moss,RF,461235,was,21.7,0.5438596491,1,0.5970554639,0.6218561695,0.2717155266,0.0731707317,0.1428269911,0.2098603839
20160529,Bryce Harper,RF,547180,stl,9.7,0.2431077694,0,0.9825104709,0.497488888,0.5641211244,0.5012195122,0.3861862157,0.3803446771
20160529,Carlos Gonzalez,RF,471865,sfo,21.7,0.5438596491,0,0.5695138977,0.5625139161,0.746742671,0.7775609756,0.4011619026,0.4965095986
20160529,Chris Coghlan,RF,458085,det,3,0.0751879699,0,0.045526082,0.237470109,0,0.2227642276,0.6529759165,0.7626527051
20160529,Colby Rasmus,RF,458675,laa,6,0.1503759398,1,0.5162457165,0.6639945674,0.105320304,0.0780487805,0.4865638552,0.6655759162
20160529,Curtis Granderson,RF,434158,lad,18.5,0.4636591479,0,0.5090239878,0.6372464349,0.398600555,0.2646341463,0.1449663084,0
20160529,Hunter Pence,RF,452254,col,34.9,0.8746867168,1,0.741781952,0.4089121813,0.1190734709,0.2195121951,0.6635239391,0.4968368237
20160529,Ichiro Suzuki,RF,400085,atl,0,0,1,0.4187079579,0.1704671555,0.5005428882,0.1512195122,0.555691454,0.2705606457
20160529,J.D. Martinez,RF,502110,oak,3,0.0751879699,1,0.6830308415,0.5614407858,0.6935396308,0.3804878049,0.5368654621,0.9027050611
20160529,Jason Heyward,RF,518792,phi,9.2,0.2305764411,0,0.526488133,0.2422204712,0.5153094463,0.6406504065,0.2602619263,0.4613874346
20160529,Jay Bruce,RF,457803,mil,21.7,0.5438596491,1,0.6552735119,0.7589527198,0.2213626493,0.3853658537,0.6735964569,0.2384925829
20160529,Jose Bautista,RF,430832,bos,22.2,0.5563909774,0,0.8267673563,0.5455259108,0.960504886,0.4158536585,0.3993903147,0.8667648342
20160529,Kole Calhoun,RF,594777,hou,39.9,1,0,0.4788424927,0.2800652829,0.3961726384,0.2731707317,0.557426678,0.1116928447
20160529,Marlon Byrd,RF,407781,bal,3,0.0751879699,0,0.4377459068,0.4487718853,0.4522258415,0,0.4085944261,0.7090423211
20160529,Matt Joyce,RF,459964,tex,3,0.0751879699,1,0.9755171976,0.5878703335,0.5016286645,0.5219512195,0.308287416,0.5759162304
20160529,Matt Kemp,RF,461314,ari,0,0,1,0.5388627998,0.9934372413,0.3923724213,0.6048780488,0.6446432407,0.8453315881
20160529,Miguel Sano,RF,593934,sea,21.7,0.5438596491,1,0.6229597665,0.5131195452,0.8730998914,1,0.1935921976,0.5093804538
20160529,Mookie Betts,RF,605141,tor,24.4,0.6115288221,1,1,1,1,0.2390243902,0.3226503571,0.5498472949
20160529,Nelson Cruz,RF,443558,min,3,0.0751879699,0,0.752976266,0.6974268271,0.6722161901,0.4987804878,0.6356187243,0.1878272251
20160529,Nick Markakis,RF,455976,mia,6,0.1503759398,0,0.457824597,0.1443525264,0.4351248643,0.356097561,0.2756397851,0.2795593368
20160529,Nolan Reimold,RF,460099,cle,18.7,0.4686716792,1,0.4192790963,0.2702713036,0.1672095548,0,0.1895232944,0.2412739965
20160529,Nomar Mazara,RF,608577,pit,3,0.0751879699,0,0.5766721665,0.5450684775,0.7885450597,0.7695121951,0.6560214723,0.342386562
20160529,Paulo Orlando,RF,449181,chw,3,0.0751879699,0,0.4857849981,0.6466365138,0.7502714441,0.2609756098,0.1750593713,0.6108202443
20160529,Peter Bourjos,RF,488721,chc,3,0.0751879699,1,0,0.128664884,0.3441910966,0.4195121951,0,0.1747382199
20160529,Ramon Flores,RF,570717,cin,9,0.2255639098,0,0.1716080721,0.0180824915,0.606514658,0.2243902439,1,1
20160529,Steven Souza Jr.,RF,519306,nyy,3,0.0751879699,0,0.5139103947,0.726105835,0.3591205212,0.0756097561,0.3618158264,0.4968368237
20160529,Yasiel Puig,RF,624577,nym,0,0,1,0.4297880442,0.5482384908,0.7220412595,0.4658536585,0.2952840498,0.6435427574
20160529,Aaron Hill,2B,431094,cin,6,0.145631068,0,0.3075152766,1,0.8208373905,0.6200716846,1,1
20160529,Alexi Amarista,2B,506560,ari,0,0,1,0.104925535,0.0259968648,0.2003894839,0,0.6446432407,0.8453315881
20160529,Andres Blanco,2B,433217,chc,3,0.072815534,1,0.5784329286,0.7480025136,0.6918208374,1,0,0.1747382199
20160529,Ben Zobrist,2B,450314,phi,25.7,0.6237864078,0,0.8594291458,0.6055877616,0.5831440009,0.5313620072,0.2602619263,0.4613874346
20160529,Brandon Phillips,2B,408252,mil,3,0.072815534,1,0.2889188689,0.5656816103,0.1658552418,0.3010752688,0.6735964569,0.2384925829
20160529,Brett Lawrie,2B,543434,kan,3,0.072815534,1,0.3251858318,0.5204582055,0.3741209564,0.1944444444,0.3246749016,0.5078534031
20160529,Brian Dozier,2B,572821,sea,12,0.2912621359,1,0.2065444541,0.3606064718,0.2570593963,0.4850657109,0.1935921976,0.5093804538
20160529,Chase Utley,2B,400284,nym,6.2,0.1504854369,1,0.6239716425,0.5192859226,1,0.855734767,0.2952840498,0.6435427574
20160529,Daniel Murphy,2B,502517,stl,3,0.072815534,0,0.6877496495,0.5999866052,0.5172563021,0.3888888889,0.3861862157,0.3803446771
20160529,Derek Dietrich,2B,518618,atl,41.2,1,1,0.3330820305,0.2578506689,0.2641187926,0.3541218638,0.555691454,0.2705606457
20160529,DJ LeMahieu,2B,518934,sfo,6,0.145631068,0,0.2851757797,0.1846181128,0.1032132425,0.1657706093,0.4011619026,0.4965095986
20160529,Dustin Pedroia,2B,456030,tor,19.2,0.4660194175,1,0.6124249398,0.5935615684,0.4754138267,0.464516129,0.3226503571,0.5498472949
