date,name,pos,id,Oppt,points,pointsDist,HomeAway,meanPoints,variancePoints,deviationPoints,mean10Day,mean5Day,meanHomeAway,meanRightLeft,OpptWins,OpptAverage,OpptPointsAverage10,OpptAverage5,OpptPosTotalPointsAverage,OpptPosTotalPointsAverage10
20160611,Adonis Garcia,3B,611177,chc,6.5,0.1608910891,0,0.2794351573,0.1646308641,0.3013468834,0.3551533543,0.5436269866,0.2426882905,0.3086332015,1,0,0.2538585918,0.4003212206,0.189413008,0.2538585918
20160611,Anthony Rendon,3B,543685,phi,19.4,0.4801980198,0,0.6688136156,0.3424291488,0.5047565378,0.673675084,0.8257025576,0.4055047999,0.598328412,0.4782608696,0.4301641731,0.6441275908,1,0.5929235267,0.6441275908
20160611,Chase Headley,3B,452104,det,12.2,0.301980198,0,0.3016463194,0.196492588,0.342784397,0.1910335609,0.1341964004,0.274925247,0.3499024073,0.5217391304,0.5024579152,0.5005879759,0.4746034933,0.5171947823,0.5005879759
20160611,Cheslor Cuthbert,3B,596144,chw,40.4,1,1,0.2544329615,0.1984227663,0.3452050166,0.1852172971,0.086832965,0.1388624297,0.1117761874,0.5652173913,0.2893089857,0.2491337855,0.9983938968,0,0.2491337855
20160611,Danny Valencia,3B,502143,cin,6.5,0.1608910891,1,0.7512271765,0.8382152892,0.8977988023,0.6029261949,0.2762867067,0.7454589128,0.5520244232,0.2173913043,1,0.5673967367,0.8389379643,0.9768070379,0.5673967367
20160611,Eugenio Suarez,3B,553993,oak,6,0.1485148515,0,0.6356042197,0.768769267,0.8510745386,0.6624038149,0.0899905273,0.4886897317,0.6450127621,0.3043478261,0.4759576244,0.0893723357,0.2985344308,0.5040171718,0.0893723357
20160611,Evan Longoria,3B,446334,hou,21.7,0.5371287129,0,0.7579705478,0.469586132,0.6222270121,1,0.3583833281,0.4340807249,0.7578699765,0.4782608696,0.498117058,0.2587093929,0.4263702068,0.3895041373,0.2587093929
20160611,Jake Lamb,3B,571875,mia,12.7,0.3143564356,0,0.8186608894,0.53909318,0.6803206915,0.544392664,0.6504578465,0.5711871847,0.843181022,0.6086956522,0.3182321357,0.4642069675,0.8183095764,0.1806348418,0.4642069675
20160611,Josh Donaldson,3B,518626,bal,9.7,0.2400990099,0,0.8740033766,0.6492713382,0.7657522595,0.7367508399,1,0.7148950974,0.9793503829,0.7826086957,0.3691130996,0.2204909599,0.1582011644,0.4507459805,0.2204909599
20160611,Juan Uribe,3B,346874,laa,0,0,1,0.215407286,0.1123973184,0.2259804745,0,0,0.0838641277,0.3154897152,0.347826087,0.5230353201,0.3729237101,0.7460349327,0.6108491216,0.3729237101
20160611,Jung Ho Kang,3B,628356,stl,3,0.0742574257,0,1,0.5711807543,0.7059733661,0.7465048228,0.413114409,0.7903272565,0.9775987188,0.652173913,0.3788988576,0.032170681,0.6462055812,0.0830092937,0.032170681
20160611,Jurickson Profar,3B,595777,sea,0,0,1,0.8907398191,0.1639280395,0.3003988963,0.6343340197,0.5304704768,0.7143981248,0.3603423252,0.6956521739,0.2833731958,0.2875202117,0.1682895001,0.2288960591,0.2875202117
20160611,Justin Turner,3B,457759,sfo,12.2,0.301980198,1,0.4163519435,0.2095860443,0.3590220757,0.3627397854,0.5983580676,0.3750486619,0.4178569641,0.7826086957,0.3106345982,0.2657651036,0.1766713511,0.7628030115,0.2657651036
20160611,Kris Bryant,3B,592178,atl,31.2,0.7722772277,1,0.9023333431,0.6701868261,0.7811861703,0.6597064172,0.880959899,0.8120035451,0.9425654372,0,0.5665721267,0.1295016904,0.2662116041,0.3983159133,0.1295016904
20160611,Kyle Seager,3B,572122,tex,0,0,0,0.7844072957,0.5358854197,0.6777180441,0.5677251544,0.5213135459,0.4870828536,0.9624643411,0.8260869565,0.2792623848,0.3491106865,0.5424613531,0.5857532887,0.3491106865
20160611,Luis Valbuena,3B,472528,tam,18.7,0.4628712871,1,0.4610963102,0.3087954488,0.470575298,0.2901629276,0.4215345753,0.233643389,0.4671137581,0.4347826087,0.3092325309,0.4384095252,0.7349929733,0.5193047206,0.4384095252
20160611,Maikel Franco,3B,596748,was,9,0.2227722772,1,0.4793453758,0.4535818439,0.6083066234,0.3832231495,0.0473634354,0.4991178736,0.5138982033,0.8260869565,0.1795521756,0.318682934,0.3543967075,0.4839910648,0.318682934
20160611,Martin Prado,3B,445988,ari,18,0.4455445545,1,0.5080852144,0.117874358,0.2344119308,0.5309056754,0.8762235554,0.5198333485,0.5054001301,0.347826087,0.5769378867,0.1890342496,0.1746637221,0.3833625965,0.1890342496
20160611,Matt Duffy,3B,622110,lad,13,0.3217821782,0,0.4623454441,0.2860230884,0.4465070012,0.3316354178,0.4846858225,0.462987965,0.2960012011,0.652173913,0.1053440986,0.4218727032,0.1473599679,0.2223129622,0.4218727032
20160611,Nick Castellanos,3B,592206,nyy,18.7,0.4628712871,1,0.7003737643,0.526051997,0.6696946823,0.3794299339,0.6836122513,0.5786169252,0.8391371803,0.5652173913,0.2667271764,0,0.1235695643,0.2498552163,0
20160611,Nolan Arenado,3B,571448,sdg,0,0,0,0.9969845127,1,1,0.8117047795,0.7764445848,1,1,0.3043478261,0.6065728508,0.7016757313,0.5456735595,0.9277718619,0.7016757313
20160611,Paul Janish,3B,457926,tor,3,0.0742574257,1,0,0,0,0.043351035,0.086832965,0,0,0.652173913,0.3002260871,0.3140526238,0.4546777755,0.4661398862,0.3140526238
20160611,Todd Frazier,3B,453943,kan,9.2,0.2277227723,0,0.8169335714,0.6496946387,0.7660669,0.5463314187,0.3899589517,0.560278636,0.5847254892,0.5217391304,0.3957820628,0.1943260326,0.874723951,0.4585964719,0.1943260326
