date,name,pos,id,Oppt,points,pointsDist,HomeAway,meanPoints,deviationPoints,OpptAverage
20160608,Kendrys Morales,1B,434778,bal,3,0.0802139037,1,0.3535687261,0.4631043361,0.3961036455
20160608,Logan Morrison,1B,489149,ari,0,0,1,0.5836361892,0.7251669866,0.5953888928
20160608,Mark Trumbo,1B,444432,kan,0,0,0,1,1,0.3838127726
20160608,Marwin Gonzalez,1B,503556,tex,12.2,0.3262032086,1,0.5117287832,0.5288006905,0.2602099405
20160608,Matt Adams,1B,571431,cin,31.9,0.8529411765,1,0.6840635624,0.6576250025,1
20160608,Mitch Moreland,1B,519048,hou,9,0.2406417112,0,0.3969987957,0.3664008535,0.5142571092
20160608,Paul Goldschmidt,1B,502671,tam,3,0.0802139037,0,0.9028871671,0.8213847415,0.3015552884
20160608,Ryan Howard,1B,429667,chc,0,0,0,0.3697044624,0.5473706933,0
20160608,Ryan Zimmerman,1B,475582,chw,25.2,0.6737967914,1,0.6965223971,0.6543945742,0.2491894083
20160608,Wil Myers,1B,571976,atl,37.4,1,0,0.8043142312,0.8248925331,0.6089577279
20160606,Adam Lind,1B,452252,cle,3,0.1382488479,0,0.2140804851,1,0.2823681202
20160606,Adrian Gonzalez,1B,408236,col,6.2,0.2857142857,0,0.3471118084,0.3042099661,1
20160606,Anthony Rizzo,1B,519203,phi,16,0.7373271889,1,1,0.9386738722,0.5241674296
20160606,C.J. Cron,1B,543068,nyy,3,0.1382488479,1,0.2574253935,0.6039637206,0.4459766355
20160606,Chris Davis,1B,448801,kan,6,0.2764976959,0,0.6577356295,0.7641368018,0.4918750024
20160606,Eric Hosmer,1B,543333,bal,3,0.1382488479,1,0.737498017,0.4402780325,0.591683563
20160606,Freddie Freeman,1B,518692,sdg,0,0,1,0.3298725565,0.3928955505,0.8459358795
20160606,Justin Smoak,1B,475253,det,3,0.1382488479,1,0.3772011775,0.2599023996,0.7247405631
20160606,Logan Morrison,1B,489149,ari,9.2,0.4239631336,1,0.4379968624,0.6637957754,0.8150820423
20160606,Mark Reynolds,1B,448602,lad,9.2,0.4239631336,1,0.3625531015,0.3360505249,0.1682471007
20160606,Marwin Gonzalez,1B,503556,tex,3,0.1382488479,1,0.2699053428,0.3736996185,0.3522968917
20160606,Miguel Cabrera,1B,408234,tor,6.5,0.2995391705,0,0.8217729284,0.8206511457,0.37793216
20160606,Mike Napoli,1B,435063,sea,0,0,1,0.9411080362,0.525977565,0.4671343442
20160606,Paul Goldschmidt,1B,502671,tam,15.5,0.7142857143,0,0.861451411,0.7300453506,0.4013702226
20160606,Prince Fielder,1B,425902,hou,9.5,0.4377880184,0,0,0,0.7076861566
20160606,Tommy Joseph,1B,571830,chc,21.7,1,0,0.5961643546,0.3287196314,0
20160606,Wil Myers,1B,571976,atl,12.4,0.5714285714,0,0.7375861522,0.7855992521,0.7916920271
20160604,Adrian Gonzalez,1B,408236,atl,0,0,0,0.4976227512,0.3667131028,0.5641247078
20160604,Albert Pujols,1B,405395,pit,6,0.2112676056,1,0.654007572,0.5692724298,0.6044020669
20160604,Anthony Rizzo,1B,519203,ari,24.9,0.8767605634,0,1,1,0.6440074055
20160604,Brandon Belt,1B,474832,stl,0,0,1,0.7612479089,0.6069148473,0.3975818665
20160604,Byungho Park,1B,666560,tam,0,0,0,0.5325184163,0.5567586044,0.2937243858
20160604,Carlos Santana,1B,467793,kan,0,0,0,0.6770463417,0.6485026055,0.3544831885
20160604,Chris Carter,1B,474892,phi,6.5,0.2288732394,1,0.7019927802,0.8325804029,0.3843868773
20160604,Chris Davis,1B,448801,nyy,0,0,0,0.7835823086,0.8423967251,0.3616603252
20160604,Clint Robinson,1B,519208,cin,0,0,1,0.2305491151,0.2668995042,1
20160604,Dae-Ho Lee,1B,493193,tex,6,0.2112676056,1,0.5152320019,0.8435473713,0.2982250094
20160604,Eric Hosmer,1B,543333,cle,0,0,1,0.8686643383,0.4955044383,0.2592643618
20160604,Freddie Freeman,1B,518692,lad,6,0.2112676056,1,0.5092008335,0.464621648,0.1482516078
20160604,Hanley Ramirez,1B,434670,tor,0,0,0,0.6712939864,0.3090962489,0.2903928973
20160604,Joey Votto,1B,458015,was,28.4,1,0,0.6444692278,0.409559564,0.1804534273
20160604,John Jaso,1B,444379,laa,6,0.2112676056,0,0.5057083321,0.2203118645,0.5021329522
20160604,Jose Abreu,1B,547989,det,6,0.2112676056,1,0.4518093505,0.2323145546,0.5752868835
20160604,Justin Bour,1B,571506,nym,12.4,0.4366197183,0,0.5221289584,0.7576089808,0.3111460805
20160604,Justin Smoak,1B,475253,bos,6.5,0.2288732394,1,0.5268100842,0.33600457,0.4342723208
20160604,Logan Morrison,1B,489149,min,28.4,1,1,0.3773662431,0.4764277958,0.6392914905
20160604,Mark Reynolds,1B,448602,sdg,27.9,0.9823943662,1,0.4592639333,0.338754899,0.6241798564
20160604,Marwin Gonzalez,1B,503556,oak,6,0.2112676056,0,0.4387344818,0.454565063,0.5152588132
20160604,Matt Adams,1B,571431,sfo,18.7,0.6584507042,0,0.6133448772,0.6523971433,0.3361856098
20160604,Miguel Cabrera,1B,408234,chw,3,0.1056338028,0,0.8992457371,0.9046972854,0.2384834331
20160604,Mitch Moreland,1B,519048,sea,12.7,0.4471830986,0,0.2841252605,0.2213836157,0.3475703656
20160604,Paul Goldschmidt,1B,502671,chc,9.2,0.323943662,1,0.908930825,0.8154304899,0
20160604,Tommy Joseph,1B,571830,mil,18.7,0.6584507042,0,0.5321075338,0.4110465656,0.6464701059
20160604,Wil Myers,1B,571976,col,27.7,0.9753521127,0,0.7196313797,0.8009755363,0.7627870379
20160604,Yonder Alonso,1B,475174,hou,15.2,0.5352112676,1,0,0,0.5265042834
20160602,Adam Lind,1B,452252,sdg,0,0,1,0.38564345,1,0.6120699254
20160602,Adrian Gonzalez,1B,408236,chc,0,0,1,0.5024081611,0.104178826,0
20160602,Anthony Rizzo,1B,519203,lad,24.9,1,0,1,0.9068342036,0.0991747682
20160602,Brandon Belt,1B,474832,atl,15,0.6024096386,1,0.7664705778,0.4295568697,0.5106361766
20160602,Chris Carter,1B,474892,phi,21.7,0.8714859438,1,0.6697886861,0.69635376,0.3412192571
20160602,Chris Davis,1B,448801,bos,3.2,0.1285140562,0,0.7715534861,0.6902128832,0.3694066972
20160602,David Freese,1B,501896,mia,3,0.1204819277,1,0.6602093589,0.077323082,0.2607250142
20160602,Eric Hosmer,1B,543333,cle,9,0.3614457831,1,0.9237563759,0.2865755182,0.2278896048
20160602,Freddie Freeman,1B,518692,sfo,6,0.2409638554,0,0.4711642704,0.2540829676,0.3384190982
20160602,Hanley Ramirez,1B,434670,bal,6,0.2409638554,1,0.6857305348,0.0526411433,0.4326325648
20160602,Joe Mauer,1B,408045,tam,6,0.2409638554,0,0.5139424529,0.0070144297,0.2507165801
20160602,Joey Votto,1B,458015,col,18.4,0.7389558233,1,0.5891552775,0.1694050543,0.7054495904
20160602,Justin Bour,1B,571506,pit,3,0.1204819277,0,0.5170526241,0.6249994663,0.5598867587
20160602,Logan Morrison,1B,489149,min,9.5,0.3815261044,1,0.2156148364,0.2001320416,0.6086111595
20160602,Mark Reynolds,1B,448602,cin,9.2,0.3694779116,0,0.4372367462,0.0817850679,1
20160602,Mark Teixeira,1B,407893,det,0,0,1,0,0,0.5696105916
20160602,Marwin Gonzalez,1B,503556,ari,0,0,0,0.426431123,0.210007264,0.6439716998
20160602,Miguel Cabrera,1B,408234,nyy,21.4,0.859437751,0,0.9068725896,0.7966523505,0.3259464935
20160602,Mike Napoli,1B,435063,kan,15.9,0.6385542169,0,0.9502194892,0.4197646235,0.3160542826
20160602,Paul Goldschmidt,1B,502671,hou,3,0.1204819277,1,0.9930332166,0.678252668,0.5143794703
20160602,Tommy Joseph,1B,571830,mil,6,0.2409638554,0,0.6047416781,0.287695728,0.6234034102
20160602,Wil Myers,1B,571976,sea,19.2,0.7710843373,0,0.7107540832,0.6596510589,0.2526599435
20160601,Anthony Rizzo,1B,519203,lad,3,0.0791556728,0,1,1,0.1003026252
20160601,Billy Butler,1B,456714,min,18.7,0.4934036939,0,0,0,0.5834896662
20160601,Brandon Belt,1B,474832,atl,31.2,0.8232189974,1,0.7084322318,0.450718894,0.4933001743
20160601,Byungho Park,1B,666560,oak,3,0.0791556728,1,0.5137849188,0.4218067196,0.4492568231
20160601,C.J. Cron,1B,543068,det,3,0.0791556728,0,0.4342553709,0.5752615527,0.5803833271
20160601,Carlos Santana,1B,467793,tex,6,0.1583113456,0,0.7433814132,0.5715367642,0.2597586594
20160601,Chris Carter,1B,474892,stl,6.5,0.1715039578,0,0.7006725093,0.8006702906,0.3609253135
20160601,Chris Davis,1B,448801,bos,21.6,0.5699208443,0,0.7433509829,0.7764325684,0.3214575275
20160601,Chris Johnson,1B,453400,pit,9,0.2374670185,0,0.2993274907,0.1364996774,0.5502919877
20160601,Dae-Ho Lee,1B,493193,sdg,6,0.1583113456,1,0.5424046011,0.8899839135,0.5816524168
20160601,Eric Hosmer,1B,543333,tam,3,0.0791556728,0,0.932338263,0.3768368772,0.2338629585
20160601,Freddie Freeman,1B,518692,sfo,21.7,0.5725593668,0,0.4807376301,0.3262257033,0.3273035641
20160601,Hanley Ramirez,1B,434670,bal,0,0,1,0.7354543241,0.1321309384,0.3998948819
20160601,Howie Kendrick,1B,435062,chc,0,0,1,0.2639066399,0.3672301423,0
20160601,Joey Votto,1B,458015,col,18.5,0.4881266491,1,0.5940143631,0.2588835137,0.6716716601
20160601,John Jaso,1B,444379,mia,3,0.0791556728,1,0.5654251111,0.0058336979,0.2565048058
20160601,Jose Abreu,1B,547989,nym,6.5,0.1715039578,1,0.4457580184,0.0497149529,0.2840132185
20160601,Justin Smoak,1B,475253,nyy,10,0.2638522427,0,0.5248006816,0.1993643608,0.3062858812
20160601,Logan Morrison,1B,489149,kan,6,0.1583113456,1,0.3074219463,0.3123797566,0.2988687041
20160601,Mark Reynolds,1B,448602,cin,3,0.0791556728,0,0.5131458828,0.1817570441,1
20160601,Mark Teixeira,1B,407893,tor,0,0,1,0.1385642992,0.096512417,0.2830376449
20160601,Marwin Gonzalez,1B,503556,ari,15.2,0.401055409,0,0.4476142657,0.3134993793,0.6075080305
20160601,Matt Adams,1B,571431,mil,3,0.0791556728,1,0.6801320674,0.5921809327,0.6375372846
20160601,Mitch Moreland,1B,519048,cle,3,0.0791556728,1,0.3175704461,0.021106088,0.2165420972
20160601,Paul Goldschmidt,1B,502671,hou,3,0.0791556728,1,0.9917838233,0.7696780809,0.5039149948
20160601,Ryan Zimmerman,1B,475582,phi,19.2,0.5065963061,1,0.6706378188,0.4978806893,0.2878620068
20160601,Tommy Joseph,1B,571830,was,0,0,0,0.8010620169,0.3461709919,0.1180136622
20160601,Victor Martinez,1B,400121,laa,12.2,0.3218997361,1,0.6668340332,0.4819581272,0.456710068
20160601,Wil Myers,1B,571976,sea,37.9,1,0,0.6371797213,0.6238459365,0.1629927827
20160529,Adam Lind,1B,452252,min,6.2,0.2412451362,0,0.4341538612,0.9932273357,0.6356187243
20160529,Adrian Gonzalez,1B,408236,nym,19.5,0.7587548638,1,0.6084100029,0.4262672582,0.2952840498
20160529,Anthony Rizzo,1B,519203,phi,15.7,0.6108949416,0,1,1,0.2602619263
20160529,Brandon Belt,1B,474832,col,22.2,0.8638132296,1,0.6999853186,0.5676358316,0.6635239391
20160529,Byungho Park,1B,666560,sea,6.2,0.2412451362,1,0.6014730351,0.597732679,0.1935921976
20160529,Carlos Santana,1B,467793,bal,18.7,0.7276264591,0,0.7979103455,0.6854230155,0.4085944261
20160529,Chris Carter,1B,474892,cin,0,0,0,0.8186111383,0.8369864453,1
20160529,Chris Davis,1B,448801,cle,12.2,0.4747081712,1,0.8295854948,0.8254923935,0.1895232944
20160529,David Freese,1B,501896,tex,18.7,0.7276264591,1,0.6285602427,0.3141665651,0.308287416
20160529,Dustin Ackley,1B,554429,tam,0,0,1,0,0,0.2268536079
20160529,Eric Campbell,1B,493472,lad,0,0,0,0.2355143388,0.2963506919,0.1449663084
20160529,Eric Hosmer,1B,543333,chw,18.7,0.7276264591,0,0.8355069981,0.4948389187,0.1750593713
20160529,Freddie Freeman,1B,518692,mia,3,0.1167315175,0,0.6127410199,0.5212719834,0.2756397851
20160529,Joey Votto,1B,458015,mil,0,0,1,0.6035651365,0.3846090595,0.6735964569
20160529,Jose Abreu,1B,547989,kan,6.2,0.2412451362,1,0.565540276,0.3390364502,0.3246749016
20160529,Justin Bour,1B,571506,atl,12.2,0.4747081712,1,0.6391430948,0.7932751897,0.555691454
20160529,Justin Smoak,1B,475253,bos,6,0.233463035,0,0.6140623471,0.4234660141,0.3993903147
20160529,Logan Morrison,1B,489149,nyy,3,0.1167315175,0,0.4015366546,0.5249801435,0.3618158264
20160529,Mark Reynolds,1B,448602,sfo,3,0.1167315175,0,0.6025619066,0.4250440418,0.4011619026
20160529,Matt Adams,1B,571431,was,6.5,0.2529182879,1,0.7736615445,0.7595325168,0.1428269911
20160529,Miguel Cabrera,1B,408234,oak,0,0,1,0.9555764902,0.9033544191,0.5368654621
20160529,Mitch Moreland,1B,519048,pit,25.7,1,0,0.4208060096,0.2451903362,0.6560214723
20160529,Paul Goldschmidt,1B,502671,sdg,19,0.7392996109,0,0.9386561613,0.8355695558,0.5502956205
20160529,Ryan Zimmerman,1B,475582,stl,9.2,0.3579766537,0,0.7462073016,0.6557372934,0.3861862157
20160529,Tommy Joseph,1B,571830,chc,18.7,0.7276264591,1,0.7073015562,0.5313098765,0
20160529,Travis Shaw,1B,543768,tor,6,0.233463035,1,0.9186037976,0.7902514104,0.3226503571
20160529,Tyler White,1B,643603,laa,15.4,0.5992217899,1,0.5146080063,0.7223568719,0.4865638552
20160529,Wil Myers,1B,571976,ari,3.5,0.1361867704,1,0.7399921699,0.7347841277,0.6446432407
20160529,Yonder Alonso,1B,475174,det,3.2,0.1245136187,0,0.1693501028,0.1403833051,0.6529759165
20160523,Adrian Gonzalez,1B,408236,cin,3,0.060483871,0,0.4300850925,0.2787755518,1
20160523,Albert Pujols,1B,405395,tex,22.2,0.4475806452,1,0.4903998255,0.5305211988,0.2831827996
20160523,Anthony Rizzo,1B,519203,stl,6.5,0.1310483871,1,1,1,0.3368594768
20160523,Brandon Belt,1B,474832,sdg,6.2,0.125,0,0.5847242677,0.5367708415,0.5334029505
20160523,Brandon Moss,1B,461235,chc,0,0,0,0.7207767414,0.6353047667,0
20160523,Chris Johnson,1B,453400,tam,3,0.060483871,0,0.2222767687,0,0.1684887183
20160523,Dae-Ho Lee,1B,493193,oak,3,0.060483871,0,0.3780341461,0.8286946309,0.5075575884
20160523,Eric Campbell,1B,493472,was,3.5,0.0705645161,1,0.032332406,0.0215894324,0.0819022527
20160523,Eric Hosmer,1B,543333,min,6.2,0.125,1,0.6285932471,0.3157489895,0.6236674083
20160523,Joe Mauer,1B,408045,kan,24.7,0.497983871,0,0.2777505046,0.0308577646,0.2856455636
20160523,Joey Votto,1B,458015,lad,3,0.060483871,1,0.4452899144,0.3193426311,0.2016797798
20160523,John Jaso,1B,444379,col,0,0,0,0.5837424317,0.2342970686,0.6631298675
20160523,Jose Abreu,1B,547989,cle,0,0,0,0.4681312387,0.2660900602,0.1833499709
20160523,Mark Reynolds,1B,448602,pit,3,0.060483871,1,0.5348415426,0.4025897777,0.7241975937
20160523,Miguel Cabrera,1B,408234,phi,49.6,1,0,0.7795369007,0.735606566,0.2081641188
20160523,Mike Napoli,1B,435063,chw,25.2,0.5080645161,1,0.5631511482,0.4467044679,0.0343792331
20160523,Mitch Moreland,1B,519048,laa,0,0,0,0.2683003327,0.1302304903,0.4937218041
20160523,Ryan Zimmerman,1B,475582,nym,15.5,0.3125,0,0.524082256,0.3585916165,0.2087105324
20160523,Steven Pearce,1B,456665,mia,6,0.1209677419,1,0.8676839579,0.7701615978,0.2220482276
20160523,Wil Myers,1B,571976,sfo,0,0,1,0.6282386952,0.707108241,0.4236710465
20160523,Yonder Alonso,1B,475174,sea,3,0.060483871,1,0,0.0810149477,0.1257363302
20160522,Adam Lind,1B,452252,cin,3,0.0961538462,1,0.0507211214,0.3446493495,1
20160522,Adrian Gonzalez,1B,408236,sdg,15.7,0.5032051282,1,0.3800646987,0.2697975805,0.4790353492
20160522,Anthony Rizzo,1B,519203,sfo,3,0.0961538462,1,1,1,0.4390214932
20160522,Brandon Belt,1B,474832,chc,3,0.0961538462,0,0.5795255425,0.5329882307,0
20160522,C.J. Cron,1B,543068,bal,18.9,0.6057692308,0,0.2317293436,0.3319760092,0.2780868671
20160522,Chris Davis,1B,448801,laa,0,0,1,0.7751314193,0.8110998206,0.4965765094
20160522,Eric Campbell,1B,493472,mil,0,0,0,0.0924113762,0,0.7556313383
20160522,Eric Hosmer,1B,543333,chw,6.2,0.1987179487,1,0.6130880173,0.3129448281,0.0310278711
20160522,Freddie Freeman,1B,518692,phi,3,0.0961538462,1,0.5213371074,0.4792031408,0.2157071397
20160522,Hanley Ramirez,1B,434670,cle,9.5,0.3044871795,0,0.6966033158,0.3151360465,0.1723052012
20160522,Jerry Sands,1B,543742,kan,0,0,0,0.1251246799,0.1003477201,0.2698951843
20160522,Joe Mauer,1B,408045,tor,3,0.0961538462,0,0.2699824774,0.020314187,0.2864863863
20160522,Joey Votto,1B,458015,sea,6.2,0.1987179487,0,0.4275913196,0.3186257197,0.1082819093
20160522,Justin Bour,1B,571506,was,22.2,0.7115384615,0,0.4689446017,0.7876826239,0.0785217335
20160522,Justin Smoak,1B,475253,min,3,0.0961538462,1,0.4419328751,0.402634986,0.6158660035
20160522,Mark Teixeira,1B,407893,oak,6.5,0.2083333333,1,0.1243159455,0.3003602658,0.4944788573
20160522,Matt Adams,1B,571431,ari,6.2,0.1987179487,0,0.5232376331,0.6297641635,0.560890916
20160522,Miguel Cabrera,1B,408234,tam,31.2,1,0,0.682450465,0.6833074115,0.1187483766
20160522,Mike Napoli,1B,435063,bos,0,0,1,0.5721121445,0.4306222224,0.3176228421
20160522,Paul Goldschmidt,1B,502671,stl,16,0.5128205128,1,0.7687424181,0.7082289827,0.3018201826
20160522,Ramon Flores,1B,570717,nym,3,0.0961538462,1,0.133090713,0.1143950949,0.2083449707
20160522,Ryan Rua,1B,607387,hou,24.4,0.7820512821,1,0.3104461518,0.4652149408,0.5675837245
20160522,Ryan Zimmerman,1B,475582,mia,6.2,0.1987179487,1,0.5092060925,0.3597209746,0.1608926871
20160522,Steven Pearce,1B,456665,det,6,0.1923076923,1,0.8707103383,0.782877068,0.6314587243
20160522,Tyler White,1B,643603,tex,0,0,0,0.3870063351,0.698742481,0.2936039448
20160522,Wil Myers,1B,571976,lad,25.7,0.8237179487,0,0.5489553848,0.6788840749,0.1684585672
20160522,Yonder Alonso,1B,475174,nyy,0,0,0,0,0.0688612349,0.3470381185
20160520,Adam Lind,1B,452252,cin,3,0.0675675676,1,0.1992006888,0.419710884,1
20160520,Anthony Rizzo,1B,519203,sfo,3,0.0675675676,1,1,1,0.4222003217
20160520,Billy Butler,1B,456714,nyy,6.2,0.1396396396,0,0,0,0.3993605381
20160520,Brandon Belt,1B,474832,chc,3,0.0675675676,0,0.6227293502,0.5805887699,0
20160520,C.J. Cron,1B,543068,bal,0,0,0,0.3719029347,0.4046512066,0.2975169603
20160520,Chris Carter,1B,474892,nym,22.2,0.5,1,0.7544456373,0.8476629172,0.2110578718
20160520,Chris Davis,1B,448801,laa,28.4,0.6396396396,1,0.7274582541,0.820291685,0.4595057764
20160520,Eric Hosmer,1B,543333,chw,0,0,1,0.6766722292,0.3684103465,0.0564307562
20160520,Freddie Freeman,1B,518692,phi,44.4,1,1,0.4739958121,0.3280782765,0.1918739592
20160520,Hanley Ramirez,1B,434670,cle,3,0.0675675676,0,0.7135128241,0.389953301,0.1620401968
20160520,Joe Mauer,1B,408045,tor,3,0.0675675676,0,0.373614226,0.1147718283,0.2957166991
20160520,Joey Votto,1B,458015,sea,6.2,0.1396396396,0,0.5159065061,0.3876906572,0.1378158192
20160520,John Jaso,1B,444379,col,9.2,0.2072072072,0,0.5809462059,0.321073942,0.6777935221
20160520,Jose Abreu,1B,547989,kan,3,0.0675675676,0,0.5264824991,0.3292507436,0.3169446131
20160520,Justin Bour,1B,571506,was,3,0.0675675676,0,0.4756539578,0.7820742496,0.0887441743
20160520,Justin Smoak,1B,475253,min,6,0.1351351351,1,0.537430512,0.4855171188,0.6110744502
20160520,Logan Morrison,1B,489149,det,21.7,0.4887387387,1,0.0364792041,0.156708282,0.6044323283
20160520,Lucas Duda,1B,446263,mil,6,0.1351351351,0,0.5019185595,0.6102455892,0.7723821907
20160520,Luis Valbuena,1B,472528,tex,0,0,0,0.2349039657,0.3707536176,0.3428055182
20160520,Mark Reynolds,1B,448602,pit,9,0.2027027027,1,0.5498028295,0.4827024411,0.7303347912
20160520,Mark Teixeira,1B,407893,oak,0,0,1,0.2664618786,0.3807424962,0.4899801857
20160520,Matt Carpenter,1B,572761,ari,12.2,0.2747747748,0,0.9100668573,0.8979995655,0.5118055869
20160520,Miguel Cabrera,1B,408234,tam,43.9,0.9887387387,0,0.6153314697,0.5614500497,0.0877890564
20160520,Mike Napoli,1B,435063,bos,0,0,1,0.6616957728,0.4689367047,0.3238010439
20160520,Mitch Moreland,1B,519048,hou,0,0,1,0.3765478683,0.1991694631,0.6062563234
20160520,Paul Goldschmidt,1B,502671,stl,18.7,0.4211711712,1,0.7493755381,0.7537203201,0.2568785602
20160520,Ryan Howard,1B,429667,atl,6.5,0.1463963964,0,0.3481042931,0.5078271515,0.6305838217
20160520,Ryan Zimmerman,1B,475582,mia,18.7,0.4211711712,1,0.520806539,0.4160712494,0.1711455698
20160520,Wil Myers,1B,571976,lad,9.2,0.2072072072,0,0.5432233926,0.7100366832,0.1496618585
20160520,Yasmani Grandal,1B,518735,sdg,9.5,0.213963964,1,0.2875288315,0.3223505622,0.4851010699
20160710,Adam Lind,1B,452252,kan,25.7,0.8184713376,1,0.3638554862,0.8352188461,0.2302684908
20160710,Adrian Gonzalez,1B,408236,sdg,21.7,0.6910828025,0,0.3867136238,0.2532212124,0.5412096111
20160710,Anthony Rizzo,1B,519203,pit,21.2,0.6751592357,1,0.9806502584,0.7551292164,0.461302197
20160710,Brandon Belt,1B,474832,ari,9.2,0.2929936306,0,0.700259782,0.4638413539,0.4983147862
20160710,Carlos Santana,1B,467793,nyy,12.2,0.3885350318,0,0.763477865,0.6021575658,0.3014242699
20160710,Chris Carter,1B,474892,stl,9,0.2866242038,0,0.6126570074,0.7366036942,0.1373803333
20160710,Chris Davis,1B,448801,laa,25.2,0.8025477707,0,0.774244088,0.7481635006,0.4348861676
20160710,Chris Johnson,1B,453400,cin,0,0,0,0,0.0307402421,1
20160710,Daniel Murphy,1B,502517,nym,22.2,0.7070063694,1,0.8890034548,0.7237807642,0.1934872741
20160710,Freddie Freeman,1B,518692,chw,9,0.2866242038,1,0.5995072177,0.5405934637,0.2697782815
20160710,Jefry Marte,1B,527043,bal,0,0,1,0.315313747,0.3643303594,0.3662718981
20160710,Joey Votto,1B,458015,mia,3,0.0955414013,1,0.6615201264,0.4729283859,0.2545814984
20160710,John Jaso,1B,444379,chc,9.5,0.3025477707,0,0.3220091593,0.0213244357,0.0640643644
20160710,Jose Abreu,1B,547989,atl,9,0.2866242038,0,0.4605908032,0.2213818122,0.4901835314
20160710,Justin Smoak,1B,475253,det,9,0.2866242038,0,0.3881062696,0.2457088476,0.3890773612
20160710,Kendrys Morales,1B,434778,sea,6.5,0.2070063694,0,0.4740753636,0.7130662923,0.211733068
20160710,Logan Morrison,1B,489149,bos,0,0,1,0.3740459037,0.3904661274,0.3589257081
20160710,Mark Reynolds,1B,448602,phi,0,0,0,0.5507512253,0.40774458,0.4539277013
20160710,Mark Teixeira,1B,407893,cle,12.7,0.4044585987,1,0.1221243204,0.3653805947,0.0755038854
20160710,Marwin Gonzalez,1B,503556,oak,0,0,0,0.4260424757,0.2613953949,0.3819251102
20160710,Matt Adams,1B,571431,mil,31.4,1,1,0.4152896435,0.472926104,0.5338970286
20160710,Miguel Cabrera,1B,408234,tor,3,0.0955414013,1,0.7002062187,0.6940767553,0.1759539759
20160710,Paul Goldschmidt,1B,502671,sfo,0,0,1,0.9211949972,0.5942620958,0.2116836266
20160710,Prince Fielder,1B,425902,min,0,0,0,0.2584830874,0.029236721,0.5462795988
20160710,Tommy Joseph,1B,571830,col,9.2,0.2929936306,1,0.5275181446,0.7232779916,0.6312953871
20160710,Travis Shaw,1B,543768,tam,0,0,0,0.5662444093,0.6114824653,0.334102576
20160710,Wil Myers,1B,571976,lad,0,0,1,1,1,0
20160710,Wilmer Flores,1B,527038,was,3,0.0955414013,0,0.3675915263,0.8047861582,0.066178454
20160710,Yonder Alonso,1B,475174,hou,0,0,1,0.1349661212,0,0.3013583703
20160705,Adrian Gonzalez,1B,408236,bal,9.5,0.2004219409,0,0.3011729096,0.2651813461,0.3772615497
20160705,Anthony Rizzo,1B,519203,cin,9.2,0.194092827,0,0.9730347216,0.7766667099,1
20160705,Billy Butler,1B,456714,min,0,0,1,0.1030297739,0.1963254574,0.5693176107
20160705,Brandon Belt,1B,474832,col,9.5,0.2004219409,0,0.6554177945,0.4941875478,0.6412323205
20160705,C.J. Cron,1B,543068,tam,47.4,1,1,0.5053843243,0.922276864,0.3072079951
20160705,Chris Carter,1B,474892,was,6,0.1265822785,1,0.5788003143,0.7168912264,0.0633113051
20160705,Chris Davis,1B,448801,lad,0,0,1,0.814284467,0.7842898008,0
20160705,Chris Johnson,1B,453400,nym,3,0.0632911392,1,0,0.0897390974,0.2027176601
20160705,Dae-Ho Lee,1B,493193,hou,6.2,0.1308016878,1,0.3901743357,0.7332500073,0.2880681213
20160705,Eric Hosmer,1B,543333,tor,9.2,0.194092827,1,0.6141913327,0.4173954874,0.2192766642
20160705,Freddie Freeman,1B,518692,phi,0,0,1,0.5717715882,0.5584416809,0.444783145
20160705,Hanley Ramirez,1B,434670,tex,18,0.3797468354,0,0.6145114817,0.3272381757,0.2338620586
20160705,James Loney,1B,425766,mia,6,0.1265822785,0,0.4019034314,0.6020201319,0.3038710571
20160705,Jedd Gyorko,1B,576397,pit,9.5,0.2004219409,0,0.3614336855,0.5755400948,0.4613087069
20160705,Joey Votto,1B,458015,chc,28.4,0.5991561181,1,0.6626793562,0.4747070819,0.0247787855
20160705,John Jaso,1B,444379,stl,0,0,1,0.3118396927,0.0527130323,0.1337099232
20160705,Jose Abreu,1B,547989,nyy,3,0.0632911392,0,0.4436537734,0.2470110905,0.3058348521
20160705,Jurickson Profar,1B,595777,bos,12.7,0.2679324895,1,0.4863645624,0,0.3627472449
20160705,Justin Smoak,1B,475253,kan,6,0.1265822785,0,0.3961407491,0.2849417709,0.2498865811
20160705,Logan Morrison,1B,489149,laa,18.7,0.3945147679,0,0.3418609389,0.4309456074,0.4729985498
20160705,Mark Reynolds,1B,448602,sfo,15.4,0.3248945148,1,0.4666608458,0.3602611941,0.2411197766
20160705,Mark Teixeira,1B,407893,chw,16,0.3375527426,1,0.0883756803,0.4032641633,0.2320012019
20160705,Marwin Gonzalez,1B,503556,sea,0,0,0,0.4342966908,0.3070973317,0.2093420804
20160705,Miguel Cabrera,1B,408234,cle,0,0,1,0.7490759335,0.7156365415,0.0769772609
20160705,Mike Napoli,1B,435063,det,21.9,0.4620253165,0,0.6755435257,0.469595769,0.3994679947
20160705,Paul Goldschmidt,1B,502671,sdg,16.2,0.3417721519,0,0.920006403,0.6398042802,0.5138264086
20160705,Ryan Zimmerman,1B,475582,mil,3,0.0632911392,0,0.4181291656,0.516618105,0.5195046592
20160705,Tommy Joseph,1B,571830,atl,24.7,0.5210970464,0,0.3515672749,0.5953086338,0.4647579322
