date,name,pos,id,Oppt,points,pointsDist,HomeAway,meanPoints,variancePoints,deviationPoints,mean10Day,mean5Day,meanHomeAway,meanRightLeft,OpptWins,OpptAverage,OpptPointsAverage10,OpptAverage5,OpptPosTotalPointsAverage,OpptPosTotalPointsAverage10
20160707,A.J. Ellis,C,454560,sdg,3,0.0955414012738854,0,0,0,0,0.0895848506919155,0.067175572519084,0.235329608938548,0.438270973025541,0.32,0.826568302360011,0.516798418972332,0.665907456245505,0.625805450768655,0.516798418972332
20160707,Brian McCann,C,435263,cle,3,0.0955414012738854,1,0.819528748267457,0.925297320057176,0.941236672613448,0.771095619602539,0.158778625954198,0.737027932960894,0.950845404446264,0.92,0.111306842442532,0.41600790513834,0.770438743706545,0.327829340920872,0.41600790513834
20160707,Cameron Rupp,C,519237,col,0,0,1,0.589877168666061,0.334555279510631,0.403941429861364,0.619325078902646,0.42442748091603,0.607653631284916,0.793366432922148,0.4,1,0.99703557312253,0.290817549748262,1,0.99703557312253
20160707,Carlos Perez,C,542208,tam,0,0,1,0.220570663862735,0.746095786782735,0.793343034877343,0.97523670793882,1,0.536759776536313,0.47915067137568,0.24,0.538210987028497,0.401185770750988,0.706784943658595,0.372211901185426,0.401185770750988
20160707,Chris Gimenez,C,460269,nyy,0,0,0,0.0563335404419379,0.10796477060641,0.143354570167462,0.0415149308084486,0.0702290076335878,0.399441340782123,0.467190459128832,0.52,0.434818513295474,0.468379446640316,0.372932150563414,0.40051382367297,0.468379446640316
20160707,Chris Iannetta,C,455104,kan,0,0,1,0.335515939396836,0.537958225220056,0.606721275697411,0.19786355911629,0.198473282442748,0.546759776536313,0.610687413625429,0.6,0.394774078591302,0.625494071146245,0.52025893071206,0.644939517883561,0.625494071146245
20160707,Derek Norris,C,519083,lad,18.4,0.585987261146497,1,0.562172409947586,0.629717389210208,0.691224766266475,0.568827385287691,0.337404580152672,0.617050279329609,0.978817969323165,0.8,0,0.219367588932806,0.298369695516663,0.350375504093746,0.219367588932806
20160707,Eric Fryer,C,518700,stl,0,0,1,0.426548136819131,0.296785033192563,0.363457495733688,1,0.570992366412214,0.306145251396648,0.899148623978434,0.6,0.225316347143347,0.318181818181818,0.591225125869096,0.409840593583637,0.318181818181818
20160707,Hank Conger,C,474233,laa,3,0.0955414012738854,0,0.0375663145820389,0.448425355449906,0.520351267180598,0.0467589220684632,0.0213740458015267,0.245810055865922,0,0.28,0.710738389955212,0.393404150197628,0.417405897866219,0.609596167889426,0.393404150197628
20160707,James McCann,C,543510,tor,15.7,0.5,1,0.222785132788478,0.454034959679554,0.525887106221208,0.0988103908715708,0.067175572519084,0.236871508379888,0.38946614116804,0.8,0.305729186517767,0.0365612648221344,0,0.399438084456162,0.0365612648221344
20160707,Jason Castro,C,488771,oak,0,0,0,0.513262916407781,0.613945879221732,0.676966173670862,0.157076960427288,0.158778625954198,0.534715083798883,0.565474057770726,0.32,0.626198483357211,0.728260869565217,0.469072164948454,0.402689439372212,0.728260869565217
