# date,plyr,pos,id,team,pts,ptsDist,learned,pointsRank,learnedRank,rankCompare
20160416,Adrian Gonzalez,1B,408236,sfo,0,0.0,0.371253205051,23,16,False
20160416,Anthony Rizzo,1B,519203,col,27,0.9,0.377555490907,2,3,True
20160416,Brandon Belt,1B,474832,lad,9,0.3,0.368399160547,13,22,False
20160416,Byungho Park,1B,666560,laa,21,0.7,0.369321154911,3,20,False
20160416,C.J. Cron,1B,543068,min,6,0.2,0.372673017969,18,13,False
20160416,Chris Carter,1B,474892,pit,0,0.0,0.376636113429,24,6,False
20160416,Chris Davis,1B,448801,tex,21,0.7,0.37565045577,4,7,True
20160416,Eric Hosmer,1B,543333,oak,3,0.1,0.372193727154,21,15,False
20160416,Freddie Freeman,1B,518692,mia,9,0.3,0.373371651663,14,12,True
20160416,Hanley Ramirez,1B,434670,tor,9,0.3,0.365561008859,15,25,False
20160416,Joey Votto,1B,458015,stl,12,0.4,0.379070707683,10,2,False
20160416,John Jaso,1B,444379,mil,6,0.2,0.369607468231,19,19,True
20160416,Jose Abreu,1B,547989,tam,3,0.1,0.374792724076,22,9,False
20160416,Justin Bour,1B,571506,atl,30,1.0,0.375195450162,1,8,False
20160416,Lucas Duda,1B,446263,cle,0,0.0,0.373627445564,25,11,False
20160416,Mark Reynolds,1B,448602,chc,6,0.2,0.361331301359,20,26,False
20160416,Mark Teixeira,1B,407893,sea,9,0.3,0.37907880438,16,1,False
20160416,Miguel Cabrera,1B,408234,hou,15,0.5,0.377255603654,8,4,False
20160416,Mike Napoli,1B,435063,nym,15,0.5,0.368309513357,9,23,False
20160416,Mitch Moreland,1B,519048,bal,18,0.6,0.367375285483,5,24,False
20160416,Paul Goldschmidt,1B,502671,sdg,12,0.4,0.376706656316,11,5,False
20160416,Ryan Howard,1B,429667,was,0,0.0,0.368463394387,26,21,False
20160416,Ryan Zimmerman,1B,475582,phi,9,0.3,0.370289735433,17,18,True
20160416,Tyler White,1B,643603,det,18,0.6,0.374776057203,6,10,False
20160416,Wil Myers,1B,571976,ari,18,0.6,0.372493372406,7,14,False
20160416,Yonder Alonso,1B,475174,kan,12,0.4,0.37087559689,12,17,False
