# date,plyr,pos,id,team,pts,ptsDist,learned,pointsRank,learnedRank,rankCompare
20160416,Adrian Gonzalez,1B,408236,sfo,0,0.0,0.310218800121,23,25,True
20160416,Anthony Rizzo,1B,519203,col,27,0.9,0.312292836636,2,15,False
20160416,Brandon Belt,1B,474832,lad,9,0.3,0.310750374875,13,23,False
20160416,Byungho Park,1B,666560,laa,21,0.7,0.316137750375,3,6,True
20160416,C.J. Cron,1B,543068,min,6,0.2,0.318150257856,18,2,False
20160416,Chris Carter,1B,474892,pit,0,0.0,0.312235991464,24,16,False
20160416,Chris Davis,1B,448801,tex,21,0.7,0.312017394062,4,18,False
20160416,Eric Hosmer,1B,543333,oak,3,0.1,0.311517584322,21,20,True
20160416,Freddie Freeman,1B,518692,mia,9,0.3,0.314561802165,14,9,False
20160416,Hanley Ramirez,1B,434670,tor,9,0.3,0.310634979052,15,24,False
20160416,Joey Votto,1B,458015,stl,12,0.4,0.315017162564,10,7,True
20160416,John Jaso,1B,444379,mil,6,0.2,0.312446287723,19,14,False
20160416,Jose Abreu,1B,547989,tam,3,0.1,0.317475053933,22,4,False
20160416,Justin Bour,1B,571506,atl,30,1.0,0.317394009072,1,5,False
20160416,Lucas Duda,1B,446263,cle,0,0.0,0.317702822664,25,3,False
20160416,Mark Reynolds,1B,448602,chc,6,0.2,0.309538163957,20,26,False
20160416,Mark Teixeira,1B,407893,sea,9,0.3,0.31422726376,16,10,False
20160416,Miguel Cabrera,1B,408234,hou,15,0.5,0.312191860372,8,17,False
20160416,Mike Napoli,1B,435063,nym,15,0.5,0.311486430752,9,21,False
20160416,Mitch Moreland,1B,519048,bal,18,0.6,0.311096251278,5,22,False
20160416,Paul Goldschmidt,1B,502671,sdg,12,0.4,0.314878790437,11,8,True
20160416,Ryan Howard,1B,429667,was,0,0.0,0.311914815021,26,19,False
20160416,Ryan Zimmerman,1B,475582,phi,9,0.3,0.313092587387,17,13,False
20160416,Tyler White,1B,643603,det,18,0.6,0.313541565499,6,11,False
20160416,Wil Myers,1B,571976,ari,18,0.6,0.313427967498,7,12,False
20160416,Yonder Alonso,1B,475174,kan,12,0.4,0.319084527554,12,1,False
