# date,plyr,pos,id,team,pts,ptsDist,learned,pointsRank,learnedRank,rankCompare
20160416,Adrian Gonzalez,1B,408236,sfo,0,0.0,0.24723886265,23,25,True
20160416,Anthony Rizzo,1B,519203,col,27,0.9,0.249757542981,2,18,False
20160416,Brandon Belt,1B,474832,lad,9,0.3,0.247869155269,13,24,False
20160416,Byungho Park,1B,666560,laa,21,0.7,0.254813299844,3,6,True
20160416,C.J. Cron,1B,543068,min,6,0.2,0.259614424911,18,2,False
20160416,Chris Carter,1B,474892,pit,0,0.0,0.250028141601,24,16,False
20160416,Chris Davis,1B,448801,tex,21,0.7,0.249458132491,4,19,False
20160416,Eric Hosmer,1B,543333,oak,3,0.1,0.249345018066,21,20,True
20160416,Freddie Freeman,1B,518692,mia,9,0.3,0.253550314658,14,10,False
20160416,Hanley Ramirez,1B,434670,tor,9,0.3,0.24819857669,15,23,False
20160416,Joey Votto,1B,458015,stl,12,0.4,0.253705157568,10,9,True
20160416,John Jaso,1B,444379,mil,6,0.2,0.251505740153,19,15,False
20160416,Jose Abreu,1B,547989,tam,3,0.1,0.259242758138,22,3,False
20160416,Justin Bour,1B,571506,atl,30,1.0,0.260253909353,1,1,True
20160416,Lucas Duda,1B,446263,cle,0,0.0,0.257806135105,25,5,False
20160416,Mark Reynolds,1B,448602,chc,6,0.2,0.246096160143,20,26,False
20160416,Mark Teixeira,1B,407893,sea,9,0.3,0.254169369771,16,8,False
20160416,Miguel Cabrera,1B,408234,hou,15,0.5,0.251736223147,8,14,False
20160416,Mike Napoli,1B,435063,nym,15,0.5,0.249949533827,9,17,False
20160416,Mitch Moreland,1B,519048,bal,18,0.6,0.248421708958,5,22,False
20160416,Paul Goldschmidt,1B,502671,sdg,12,0.4,0.254545084206,11,7,False
20160416,Ryan Howard,1B,429667,was,0,0.0,0.249079637892,26,21,False
20160416,Ryan Zimmerman,1B,475582,phi,9,0.3,0.251816092661,17,13,False
20160416,Tyler White,1B,643603,det,18,0.6,0.251898176724,6,12,False
20160416,Wil Myers,1B,571976,ari,18,0.6,0.252900936197,7,11,False
20160416,Yonder Alonso,1B,475174,kan,12,0.4,0.259073418866,12,4,False
