# date,plyr,pos,id,team,pts,ptsDist,learned,pointsRank,learnedRank,rankCompare
20160416,Adrian Gonzalez,1B,408236,sfo,0,0.0,0.406310794876,23,19,False
20160416,Anthony Rizzo,1B,519203,col,27,0.9,0.415117232172,2,3,True
20160416,Brandon Belt,1B,474832,lad,9,0.3,0.405932693309,13,20,False
20160416,Byungho Park,1B,666560,laa,21,0.7,0.404112150045,3,24,False
20160416,C.J. Cron,1B,543068,min,6,0.2,0.407665954052,18,14,False
20160416,Chris Carter,1B,474892,pit,0,0.0,0.411532748715,24,10,False
20160416,Chris Davis,1B,448801,tex,21,0.7,0.412735309048,4,5,True
20160416,Eric Hosmer,1B,543333,oak,3,0.1,0.406354529615,21,18,True
20160416,Freddie Freeman,1B,518692,mia,9,0.3,0.408293385573,14,13,True
20160416,Hanley Ramirez,1B,434670,tor,9,0.3,0.401158457788,15,25,False
20160416,Joey Votto,1B,458015,stl,12,0.4,0.417136191009,10,1,False
20160416,John Jaso,1B,444379,mil,6,0.2,0.406617558055,19,16,True
20160416,Jose Abreu,1B,547989,tam,3,0.1,0.411771499902,22,9,False
20160416,Justin Bour,1B,571506,atl,30,1.0,0.412722718247,1,6,False
20160416,Lucas Duda,1B,446263,cle,0,0.0,0.410185543668,25,11,False
20160416,Mark Reynolds,1B,448602,chc,6,0.2,0.398135875144,20,26,False
20160416,Mark Teixeira,1B,407893,sea,9,0.3,0.415252371973,16,2,False
20160416,Miguel Cabrera,1B,408234,hou,15,0.5,0.413934691159,8,4,False
20160416,Mike Napoli,1B,435063,nym,15,0.5,0.40452209385,9,21,False
20160416,Mitch Moreland,1B,519048,bal,18,0.6,0.404495681127,5,22,False
20160416,Paul Goldschmidt,1B,502671,sdg,12,0.4,0.412467942992,11,7,False
20160416,Ryan Howard,1B,429667,was,0,0.0,0.404181464166,26,23,True
20160416,Ryan Zimmerman,1B,475582,phi,9,0.3,0.406564581142,17,17,True
20160416,Tyler White,1B,643603,det,18,0.6,0.412390316951,6,8,True
20160416,Wil Myers,1B,571976,ari,18,0.6,0.408339544402,7,12,False
20160416,Yonder Alonso,1B,475174,kan,12,0.4,0.406687374104,12,15,True
