# date,plyr,pos,id,team,pts,ptsDist,learned,pointsRank,learnedRank,rankCompare
20160416,Adrian Gonzalez,1B,408236,sfo,0,0.0,0.383920862718,23,20,True
20160416,Anthony Rizzo,1B,519203,col,27,0.9,0.391704490957,2,1,True
20160416,Brandon Belt,1B,474832,lad,9,0.3,0.382690869404,13,24,False
20160416,Byungho Park,1B,666560,laa,21,0.7,0.384921854751,3,17,False
20160416,C.J. Cron,1B,543068,min,6,0.2,0.388662501753,18,11,False
20160416,Chris Carter,1B,474892,pit,0,0.0,0.386911808356,24,15,False
20160416,Chris Davis,1B,448801,tex,21,0.7,0.385853303598,4,16,False
20160416,Eric Hosmer,1B,543333,oak,3,0.1,0.384795430262,21,18,True
20160416,Freddie Freeman,1B,518692,mia,9,0.3,0.387874931577,14,13,True
20160416,Hanley Ramirez,1B,434670,tor,9,0.3,0.381415210623,15,25,False
20160416,Joey Votto,1B,458015,stl,12,0.4,0.391336162504,10,3,False
20160416,John Jaso,1B,444379,mil,6,0.2,0.387311898022,19,14,False
20160416,Jose Abreu,1B,547989,tam,3,0.1,0.390828585259,22,5,False
20160416,Justin Bour,1B,571506,atl,30,1.0,0.391371002087,1,2,True
20160416,Lucas Duda,1B,446263,cle,0,0.0,0.390943123909,25,4,False
20160416,Mark Reynolds,1B,448602,chc,6,0.2,0.379160136936,20,26,False
20160416,Mark Teixeira,1B,407893,sea,9,0.3,0.388752382281,16,9,False
20160416,Miguel Cabrera,1B,408234,hou,15,0.5,0.38953015757,8,7,True
20160416,Mike Napoli,1B,435063,nym,15,0.5,0.383916118843,9,21,False
20160416,Mitch Moreland,1B,519048,bal,18,0.6,0.383839318812,5,22,False
20160416,Paul Goldschmidt,1B,502671,sdg,12,0.4,0.389042720706,11,8,True
20160416,Ryan Howard,1B,429667,was,0,0.0,0.382868404627,26,23,True
20160416,Ryan Zimmerman,1B,475582,phi,9,0.3,0.384312652917,17,19,True
20160416,Tyler White,1B,643603,det,18,0.6,0.388459031302,6,12,False
20160416,Wil Myers,1B,571976,ari,18,0.6,0.388751996671,7,10,True
20160416,Yonder Alonso,1B,475174,kan,12,0.4,0.390102578637,12,6,False
