# date,plyr,pos,id,team,pts,ptsDist,learned,pointsRank,learnedRank,rankCompare
20160710,A.J. Griffin,P,456167,min,6,0.0131578947,0.371409666015,24,10,False
20160710,Anibal Sanchez,P,434671,tor,15,0.1315789474,0.343889337707,20,24,False
20160710,Archie Bradley,P,605151,sfo,30,0.3289473684,0.363934452082,11,15,False
20160710,Carlos Carrasco,P,471911,nyy,20,0.1973684211,0.385552041215,18,2,False
20160710,Chris Tillman,P,501957,laa,45,0.5263157895,0.378761664972,6,5,True
20160710,Christian Friedrich,P,543184,lad,27,0.2894736842,0.360240170132,14,18,False
20160710,Dallas Keuchel,P,572971,oak,33,0.3684210526,0.370206424607,9,11,True
20160710,David Price,P,456034,tam,66,0.8026315789,0.383425751772,3,3,True
20160710,Gio Gonzalez,P,461829,nym,32,0.3552631579,0.362199247751,10,17,False
20160710,Jake Odorizzi,P,543606,bos,15,0.1315789474,0.357858887463,21,19,True
20160710,James Shields,P,448306,atl,23,0.2368421053,0.35723482555,16,20,False
20160710,John Lackey,P,407793,pit,30,0.3289473684,0.375082648192,12,8,False
20160710,Jon Niese,P,477003,chc,5,0.0,0.363167245967,25,16,False
20160710,Junior Guerra,P,448855,stl,23,0.2368421053,0.382257822565,17,4,False
20160710,Kenta Maeda,P,628317,sdg,69,0.8421052632,0.377420636711,2,7,False
20160710,Madison Bumgarner,P,518516,ari,81,1.0,0.39383885498,1,1,True
20160710,Masahiro Tanaka,P,547888,cle,20,0.1973684211,0.369029526914,19,12,False
20160710,Mike Foltynewicz,P,592314,chw,63,0.7631578947,0.355055609512,4,21,False
20160710,Mike Leake,P,502190,mil,60,0.7236842105,0.354973885552,5,22,False
20160710,R.A. Dickey,P,285079,det,45,0.5263157895,0.367663455086,7,13,False
20160710,Sean Manaea,P,640455,hou,39,0.4473684211,0.350570140008,8,23,False
20160710,Steven Matz,P,571927,was,27,0.2894736842,0.378499170194,15,6,False
20160710,Tom Koehler,P,543408,cin,9,0.0526315789,0.364172647788,22,14,False
20160710,Tommy Milone,P,543548,tex,30,0.3289473684,0.34120105663,13,25,False
20160710,Tyler Chatwood,P,543022,phi,9,0.0526315789,0.372126225697,23,9,False
20160710,A.J. Pierzynski,C,150229,chw,6,0.1570680628,0.352048855933,19,28,False
20160710,Austin Romine,C,519222,cle,15.7,0.4109947644,0.359490510978,7,25,False
20160710,Bobby Wilson,C,435064,min,6.5,0.1701570681,0.367202192534,13,20,False
20160710,Buster Posey,C,457763,ari,15.7,0.4109947644,0.388483852057,8,2,False
20160710,Cameron Rupp,C,519237,col,38.2,1.0,0.369206264135,1,15,False
20160710,Chris Iannetta,C,455104,kan,3,0.0785340314,0.36151396987,21,23,True
20160710,Curt Casali,C,592200,bos,3,0.0785340314,0.358145715554,22,26,False
20160710,Derek Norris,C,519083,lad,18.7,0.4895287958,0.368811582672,5,16,False
20160710,Dioner Navarro,C,425900,atl,0,0.0,0.372044781815,26,13,False
20160710,Drew Butera,C,460077,sea,6.2,0.1623036649,0.37887495778,17,11,False
20160710,Eric Fryer,C,518700,chc,12.7,0.332460733,0.373453446775,10,12,True
20160710,Evan Gattis,C,594828,oak,18.5,0.4842931937,0.379156843901,6,8,True
20160710,Geovany Soto,C,434567,bal,0,0.0,0.367538078925,27,19,False
20160710,J.T. Realmuto,C,592663,cin,21.7,0.5680628272,0.378881775625,3,10,False
20160710,James McCann,C,543510,tor,6.5,0.1701570681,0.359741895408,14,24,False
20160710,Jonathan Lucroy,C,518960,stl,9.5,0.2486910995,0.386250314288,12,3,False
20160710,Josh Thole,C,489365,det,19.2,0.502617801,0.348672862693,4,29,False
20160710,Kurt Suzuki,C,435559,tex,28.4,0.7434554974,0.364375258972,2,21,False
20160710,Matt McBride,C,473724,hou,6.2,0.1623036649,0.352677140018,18,27,False
20160710,Matt Wieters,C,446308,laa,0,0.0,0.379852584667,28,4,False
20160710,Nick Hundley,C,460026,phi,15.5,0.4057591623,0.379290936147,9,7,True
20160710,Sandy Leon,C,506702,tam,12.2,0.3193717277,0.39383885498,11,1,False
20160710,Travis d'Arnaud,C,518595,was,3,0.0785340314,0.367756456883,23,18,False
20160710,Tucker Barnhart,C,571466,mia,3,0.0785340314,0.362463615735,24,22,True
20160710,Welington Castillo,C,456078,sfo,0,0.0,0.371423430468,29,14,False
20160710,Willson Contreras,C,575929,pit,6.5,0.1701570681,0.379063541303,15,9,False
20160710,Wilson Ramos,C,467092,nym,6.5,0.1701570681,0.379583776231,16,6,False
20160710,Yan Gomes,C,543228,nyy,3,0.0785340314,0.368642946003,25,17,False
20160710,Yasmani Grandal,C,518735,sdg,6,0.1570680628,0.379771507471,20,5,False
20160710,Aaron Hill,3B,431094,tam,0,0.0,0.364350749387,20,21,True
20160710,Adonis Garcia,3B,611177,chw,3,0.0787401575,0.347649020156,14,29,False
20160710,Anthony Rendon,3B,543685,nym,0,0.0,0.365460959359,21,20,True
20160710,Chase Headley,3B,452104,cle,15.9,0.4173228346,0.348481427019,5,28,False
20160710,Cheslor Cuthbert,3B,596144,sea,9.5,0.249343832,0.363163466478,8,22,False
20160710,Conor Gillaspie,3B,543216,ari,0,0.0,0.383584282417,22,4,False
20160710,Danny Valencia,3B,502143,hou,6,0.157480315,0.365826691977,11,18,False
20160710,Darwin Barney,3B,446381,det,6.2,0.1627296588,0.348672862693,10,27,False
20160710,David Freese,3B,501896,chc,3,0.0787401575,0.37821814587,15,6,False
20160710,Evan Longoria,3B,446334,bos,6,0.157480315,0.369458004196,12,14,True
20160710,Hernan Perez,3B,541650,stl,0,0.0,0.368315519882,23,15,False
20160710,Ivan De Jesus Jr.,3B,474443,mia,3,0.0787401575,0.349775101107,16,26,False
20160710,Jake Lamb,3B,571875,sfo,3,0.0787401575,0.385092618514,17,3,False
20160710,Javier Baez,3B,595879,pit,9.2,0.2414698163,0.366685890367,9,17,False
20160710,Jhonny Peralta,3B,425509,mil,6,0.157480315,0.357289883319,13,24,False
20160710,Jose Ramirez,3B,608070,nyy,9.7,0.2545931759,0.37556962183,7,8,True
20160710,Jurickson Profar,3B,595777,min,24.7,0.6482939633,0.367506130652,2,16,False
20160710,Justin Turner,3B,457759,sdg,0,0.0,0.370956757714,24,10,False
20160710,Kyle Seager,3B,572122,kan,16.2,0.4251968504,0.375842516216,4,7,True
20160710,Luis Valbuena,3B,472528,oak,3,0.0787401575,0.370511883473,18,12,False
20160710,Maikel Franco,3B,596748,col,38.1,1.0,0.362638544267,1,23,False
20160710,Manny Machado,3B,592518,laa,0,0.0,0.390018808293,25,2,False
20160710,Martin Prado,3B,445988,cin,21.4,0.56167979,0.365759000093,3,19,False
20160710,Miguel Sano,3B,593934,tex,15.4,0.4041994751,0.370672008232,6,11,False
20160710,Nick Castellanos,3B,592206,tor,0,0.0,0.370506434374,26,13,False
20160710,Nolan Arenado,3B,571448,phi,0,0.0,0.391570159347,27,1,False
20160710,Todd Frazier,3B,453943,atl,0,0.0,0.382003473635,28,5,False
20160710,Yangervis Solarte,3B,500208,lad,0,0.0,0.374997098803,29,9,False
20160710,Yunel Escobar,3B,488862,bal,3,0.0787401575,0.356322337263,19,25,False
20160710,Adam Duvall,LF,594807,mia,6.2,0.2510121457,0.376873296988,16,10,False
20160710,Alejandro De Aza,LF,457477,was,3,0.1214574899,0.355957040757,19,29,False
20160710,Alex Dickerson,LF,543105,lad,3,0.1214574899,0.373649784762,20,14,False
20160710,Alex Gordon,LF,460086,sea,24.7,1.0,0.366593393544,1,22,False
20160710,Angel Pagan,LF,434636,ari,9.2,0.3724696356,0.378749239824,12,8,False
20160710,Brandon Barnes,LF,488681,phi,12.2,0.4939271255,0.358647001364,9,27,False
20160710,Brandon Drury,LF,592273,sfo,0,0.0,0.366003374107,22,23,True
20160710,Brett Gardner,LF,458731,cle,10,0.4048582996,0.368851923609,11,18,False
20160710,Bryce Brentz,LF,518490,tam,0,0.0,0.374292188672,23,12,False
20160710,Chase d'Arnaud,LF,488818,chw,0,0.0,0.364006337747,24,25,True
20160710,Christian Yelich,LF,592885,cin,12.5,0.5060728745,0.382149830543,8,6,True
20160710,Cody Asche,LF,605125,col,19.2,0.7773279352,0.367409081552,4,20,False
20160710,Hyun Soo Kim,LF,547957,laa,0,0.0,0.377416484452,25,9,False
20160710,Jake Marisnick,LF,545350,oak,12.2,0.4939271255,0.358804167633,10,26,False
20160710,Jayson Werth,LF,150029,nym,21.4,0.8663967611,0.368208088462,3,19,False
20160710,Ji-Man Choi,LF,596847,bal,6,0.2429149798,0.34120105663,17,30,False
20160710,Justin Upton,LF,457708,tor,3,0.1214574899,0.365513114874,21,24,True
20160710,Khris Davis,LF,501981,hou,0,0.0,0.371880506811,26,16,False
20160710,Kris Bryant,LF,592178,pit,18.7,0.7570850202,0.385092618514,5,3,True
20160710,Melky Cabrera,LF,466320,atl,0,0.0,0.37621329677,27,11,False
20160710,Michael Saunders,LF,459431,det,6.5,0.2631578947,0.385049566212,15,4,False
20160710,Nick Franklin,LF,545338,bos,0,0.0,0.372291949832,28,15,False
20160710,Rajai Davis,LF,434658,nyy,18.7,0.7570850202,0.386009078801,6,2,False
20160710,Robbie Grossman,LF,543257,tex,21.7,0.8785425101,0.373972773079,2,13,False
20160710,Ryan Braun,LF,460075,stl,0,0.0,0.384026193011,29,5,False
20160710,Ryan Rua,LF,607387,min,0,0.0,0.381544466433,30,7,False
20160710,Scott Van Slyke,LF,475100,sdg,9.2,0.3724696356,0.358068212914,13,28,False
20160710,Seth Smith,LF,452234,kan,9.2,0.3724696356,0.371795538379,14,17,True
20160710,Starling Marte,LF,516782,chc,18,0.7287449393,0.38767149438,7,1,False
20160710,Tommy Pham,LF,502054,mil,6,0.2429149798,0.366850552506,18,21,True
20160710,Adam Eaton,RF,594809,atl,0,0.0,0.371702836448,21,13,False
20160710,Brett Eibner,RF,518649,sea,28.2,0.8703703704,0.377893827132,2,7,False
20160710,Bryce Harper,RF,547180,nym,3,0.0925925926,0.37768265783,17,8,False
20160710,Carlos Gonzalez,RF,471865,phi,21.7,0.6697530864,0.384641660805,4,5,True
20160710,Curtis Granderson,RF,434158,was,3,0.0925925926,0.375233303702,18,10,False
20160710,Ezequiel Carrera,RF,485567,det,6.2,0.1913580247,0.37146616489,15,15,True
20160710,George Springer,RF,543807,oak,3,0.0925925926,0.385411203434,19,4,False
20160710,Giancarlo Stanton,RF,519317,cin,25.2,0.7777777778,0.379055798381,3,6,True
20160710,Gregor Blanco,RF,453923,ari,18,0.5555555556,0.359665993997,5,23,False
20160710,Jake Smolinski,RF,519295,hou,0,0.0,0.370294695731,22,17,False
20160710,Jason Heyward,RF,518792,pit,0,0.0,0.360574731998,23,22,True
20160710,Jay Bruce,RF,457803,mia,12.7,0.3919753086,0.373805483418,10,11,True
