# date,plyr,pos,id,team,pts,ptsDist,learned,pointsRank,learnedRank,rankCompare
20160416,Adrian Gonzalez,1B,408236,sfo,0,0.0,0.163953776163,23,25,True
20160416,Anthony Rizzo,1B,519203,col,27,0.9,0.169512470055,2,17,False
20160416,Brandon Belt,1B,474832,lad,9,0.3,0.166213071291,13,23,False
20160416,Byungho Park,1B,666560,laa,21,0.7,0.177438275354,3,7,False
20160416,C.J. Cron,1B,543068,min,6,0.2,0.182198569287,18,2,False
20160416,Chris Carter,1B,474892,pit,0,0.0,0.169939049364,24,15,False
20160416,Chris Davis,1B,448801,tex,21,0.7,0.168799598125,4,18,False
20160416,Eric Hosmer,1B,543333,oak,3,0.1,0.167757465665,21,20,True
20160416,Freddie Freeman,1B,518692,mia,9,0.3,0.175213983673,14,10,False
20160416,Hanley Ramirez,1B,434670,tor,9,0.3,0.165673021329,15,24,False
20160416,Joey Votto,1B,458015,stl,12,0.4,0.180266656929,10,6,False
20160416,John Jaso,1B,444379,mil,6,0.2,0.169858009289,19,16,True
20160416,Jose Abreu,1B,547989,tam,3,0.1,0.180740256504,22,5,False
20160416,Justin Bour,1B,571506,atl,30,1.0,0.181251423636,1,4,True
20160416,Lucas Duda,1B,446263,cle,0,0.0,0.182299356977,25,1,False
20160416,Mark Reynolds,1B,448602,chc,6,0.2,0.163170987387,20,26,False
20160416,Mark Teixeira,1B,407893,sea,9,0.3,0.175269283325,16,9,False
20160416,Miguel Cabrera,1B,408234,hou,15,0.5,0.171712389276,8,12,False
20160416,Mike Napoli,1B,435063,nym,15,0.5,0.16748059704,9,21,False
20160416,Mitch Moreland,1B,519048,bal,18,0.6,0.166273228248,5,22,False
20160416,Paul Goldschmidt,1B,502671,sdg,12,0.4,0.176185750453,11,8,True
20160416,Ryan Howard,1B,429667,was,0,0.0,0.16825469372,26,19,False
20160416,Ryan Zimmerman,1B,475582,phi,9,0.3,0.171491036585,17,13,False
20160416,Tyler White,1B,643603,det,18,0.6,0.172028399547,6,11,False
20160416,Wil Myers,1B,571976,ari,18,0.6,0.171460814362,7,14,False
20160416,Yonder Alonso,1B,475174,kan,12,0.4,0.181973242344,12,3,False
