# date,plyr,pos,id,team,pts,ptsDist,learned,pointsRank,learnedRank,rankCompare
20160416,Adrian Gonzalez,1B,408236,sfo,0,0.0,0.333523129104,23,19,False
20160416,Anthony Rizzo,1B,519203,col,27,0.9,0.343435913735,2,3,True
20160416,Brandon Belt,1B,474832,lad,9,0.3,0.331921000188,13,22,False
20160416,Byungho Park,1B,666560,laa,21,0.7,0.335041843629,3,16,False
20160416,C.J. Cron,1B,543068,min,6,0.2,0.337681938666,18,14,False
20160416,Chris Carter,1B,474892,pit,0,0.0,0.339737160728,24,11,False
20160416,Chris Davis,1B,448801,tex,21,0.7,0.340913466409,4,8,False
20160416,Eric Hosmer,1B,543333,oak,3,0.1,0.333750326321,21,18,True
20160416,Freddie Freeman,1B,518692,mia,9,0.3,0.33773689541,14,13,True
20160416,Hanley Ramirez,1B,434670,tor,9,0.3,0.328554848674,15,25,False
20160416,Joey Votto,1B,458015,stl,12,0.4,0.345873187477,10,1,False
20160416,John Jaso,1B,444379,mil,6,0.2,0.33343896724,19,20,True
20160416,Jose Abreu,1B,547989,tam,3,0.1,0.341103991873,22,7,False
20160416,Justin Bour,1B,571506,atl,30,1.0,0.341336041849,1,5,False
20160416,Lucas Duda,1B,446263,cle,0,0.0,0.340582106277,25,9,False
20160416,Mark Reynolds,1B,448602,chc,6,0.2,0.324093049406,20,26,False
20160416,Mark Teixeira,1B,407893,sea,9,0.3,0.344610802261,16,2,False
20160416,Miguel Cabrera,1B,408234,hou,15,0.5,0.340499727729,8,10,True
20160416,Mike Napoli,1B,435063,nym,15,0.5,0.331687968241,9,23,False
20160416,Mitch Moreland,1B,519048,bal,18,0.6,0.331608757396,5,24,False
20160416,Paul Goldschmidt,1B,502671,sdg,12,0.4,0.34204719535,11,4,False
20160416,Ryan Howard,1B,429667,was,0,0.0,0.33261543789,26,21,False
20160416,Ryan Zimmerman,1B,475582,phi,9,0.3,0.334697797437,17,17,True
20160416,Tyler White,1B,643603,det,18,0.6,0.341275447558,6,6,True
20160416,Wil Myers,1B,571976,ari,18,0.6,0.336002553166,7,15,False
20160416,Yonder Alonso,1B,475174,kan,12,0.4,0.338676670517,12,12,True
