# date,plyr,pos,id,team,pts,ptsDist,learned,pointsRank,learnedRank,rankCompare
20160416,Adrian Gonzalez,1B,408236,sfo,0,0.0,0.338365090124,23,22,True
20160416,Anthony Rizzo,1B,519203,col,27,0.9,0.341584310479,2,9,False
20160416,Brandon Belt,1B,474832,lad,9,0.3,0.338032711551,13,24,False
20160416,Byungho Park,1B,666560,laa,21,0.7,0.340038377504,3,15,False
20160416,C.J. Cron,1B,543068,min,6,0.2,0.342075825238,18,5,False
20160416,Chris Carter,1B,474892,pit,0,0.0,0.340040725888,24,14,False
20160416,Chris Davis,1B,448801,tex,21,0.7,0.339789813124,4,17,False
20160416,Eric Hosmer,1B,543333,oak,3,0.1,0.338878101765,21,20,True
20160416,Freddie Freeman,1B,518692,mia,9,0.3,0.340408740146,14,13,True
20160416,Hanley Ramirez,1B,434670,tor,9,0.3,0.337576557464,15,25,False
20160416,Joey Votto,1B,458015,stl,12,0.4,0.341601374119,10,8,True
20160416,John Jaso,1B,444379,mil,6,0.2,0.340009900508,19,16,True
20160416,Jose Abreu,1B,547989,tam,3,0.1,0.343198214337,22,2,False
20160416,Justin Bour,1B,571506,atl,30,1.0,0.343452263718,1,1,True
20160416,Lucas Duda,1B,446263,cle,0,0.0,0.342220374922,25,4,False
20160416,Mark Reynolds,1B,448602,chc,6,0.2,0.336263937232,20,26,False
20160416,Mark Teixeira,1B,407893,sea,9,0.3,0.3417264208,16,6,False
20160416,Miguel Cabrera,1B,408234,hou,15,0.5,0.34110932187,8,11,True
20160416,Mike Napoli,1B,435063,nym,15,0.5,0.338925561099,9,19,False
20160416,Mitch Moreland,1B,519048,bal,18,0.6,0.338403818251,5,21,False
20160416,Paul Goldschmidt,1B,502671,sdg,12,0.4,0.341621967365,11,7,False
20160416,Ryan Howard,1B,429667,was,0,0.0,0.338223718547,26,23,True
20160416,Ryan Zimmerman,1B,475582,phi,9,0.3,0.339298838741,17,18,True
20160416,Tyler White,1B,643603,det,18,0.6,0.341179835443,6,10,False
20160416,Wil Myers,1B,571976,ari,18,0.6,0.340755049715,7,12,False
20160416,Yonder Alonso,1B,475174,kan,12,0.4,0.342351883885,12,3,False
