# date,plyr,pos,id,team,pts,ptsDist,learned,pointsRank,learnedRank,rankCompare
20160416,Adrian Gonzalez,1B,408236,sfo,0,0.0,0.382930111958,23,17,False
20160416,Anthony Rizzo,1B,519203,col,27,0.9,0.389913079397,2,2,True
20160416,Brandon Belt,1B,474832,lad,9,0.3,0.381597002468,13,23,False
20160416,Byungho Park,1B,666560,laa,21,0.7,0.382718992953,3,18,False
20160416,C.J. Cron,1B,543068,min,6,0.2,0.384177318871,18,15,True
20160416,Chris Carter,1B,474892,pit,0,0.0,0.385126601877,24,11,False
20160416,Chris Davis,1B,448801,tex,21,0.7,0.384961635222,4,13,False
20160416,Eric Hosmer,1B,543333,oak,3,0.1,0.382477343269,21,19,True
20160416,Freddie Freeman,1B,518692,mia,9,0.3,0.384564075716,14,14,True
20160416,Hanley Ramirez,1B,434670,tor,9,0.3,0.379559355287,15,25,False
20160416,Joey Votto,1B,458015,stl,12,0.4,0.390431053765,10,1,False
20160416,John Jaso,1B,444379,mil,6,0.2,0.384082068098,19,16,True
20160416,Jose Abreu,1B,547989,tam,3,0.1,0.386597300027,22,9,False
20160416,Justin Bour,1B,571506,atl,30,1.0,0.386730426552,1,8,False
20160416,Lucas Duda,1B,446263,cle,0,0.0,0.387911151561,25,3,False
20160416,Mark Reynolds,1B,448602,chc,6,0.2,0.377424933742,20,26,False
20160416,Mark Teixeira,1B,407893,sea,9,0.3,0.386958848248,16,6,False
20160416,Miguel Cabrera,1B,408234,hou,15,0.5,0.386825424807,8,7,True
20160416,Mike Napoli,1B,435063,nym,15,0.5,0.381747401704,9,22,False
20160416,Mitch Moreland,1B,519048,bal,18,0.6,0.382476259822,5,20,False
20160416,Paul Goldschmidt,1B,502671,sdg,12,0.4,0.386424253227,11,10,True
20160416,Ryan Howard,1B,429667,was,0,0.0,0.381561388114,26,24,True
20160416,Ryan Zimmerman,1B,475582,phi,9,0.3,0.381791561173,17,21,False
20160416,Tyler White,1B,643603,det,18,0.6,0.387219885426,6,4,True
20160416,Wil Myers,1B,571976,ari,18,0.6,0.38508671901,7,12,False
20160416,Yonder Alonso,1B,475174,kan,12,0.4,0.387021879771,12,5,False
